hco_id,hco_name,class_of_trade,parent_hco_id,idn_id,gpo_id,is_340b,bed_count,address_line1,city,state,zip5,dea_number,hin,npi_org,level
SITE00096,Retail Chain Site 96,RETAIL_CHAIN,ORG0046,IDN006,GPO1,False,,296 PRACTICE AVE,SYNTH CITY,CA,90672,GB2835321,H99135372,0351800558,SITE
SITE00097,Independent Site 97,INDEPENDENT,ORG0047,IDN007,GPO2,False,,297 PRACTICE AVE,SYNTH CITY,OR,90679,FB0631392,H82123153,7444171798,SITE
SITE00098,Hospital Site 98,HOSPITAL,ORG0048,IDN008,GPO3,False,152.0,298 PRACTICE AVE,SYNTH CITY,WA,90686,GF8247990,H81596933,3364743153,SITE
SITE00099,Clinic Site 99,CLINIC,ORG0049,IDN009,GPO4,False,,299 PRACTICE AVE,SYNTH CITY,AZ,90693,RR2476050,H16135640,7987484186,SITE
SITE00100,Ltc Site 100,LTC,ORG0000,IDN000,GPO0,False,,300 PRACTICE AVE,SYNTH CITY,CO,90700,FR3854280,H43526311,6236332360,SITE
SITE00101,Mail Site 101,MAIL,ORG0001,IDN001,GPO1,False,,301 PRACTICE AVE,SYNTH CITY,TX,90707,GR7032529,H25199730,7496598401,SITE
SITE00102,Specialty Site 102,SPECIALTY,ORG0002,IDN002,GPO2,False,,302 PRACTICE AVE,SYNTH CITY,FL,90714,AG5017705,H07885696,4758580003,SITE
SITE00103,Covered Entity 340B Site 103,COVERED_ENTITY_340B,ORG0003,IDN003,GPO3,True,,303 PRACTICE AVE,SYNTH CITY,GA,90721,GM2187644,H01837732,6048770120,SITE
SITE00104,Retail Chain Site 104,RETAIL_CHAIN,ORG0004,IDN004,GPO4,False,,304 PRACTICE AVE,SYNTH CITY,NY,90728,FB9175623,H62600760,8097993728,SITE
SITE00105,Independent Site 105,INDEPENDENT,ORG0005,IDN005,GPO0,False,,305 PRACTICE AVE,SYNTH CITY,NJ,90735,GB4840375,H54256869,8033017319,SITE
SITE00106,Hospital Site 106,HOSPITAL,ORG0006,IDN006,GPO1,False,57.0,306 PRACTICE AVE,SYNTH CITY,MA,90742,BB1784698,H09004702,2393211158,SITE
SITE00107,Clinic Site 107,CLINIC,ORG0007,IDN007,GPO2,False,,307 PRACTICE AVE,SYNTH CITY,PA,90749,FG8513383,H17406288,3556031607,SITE
SITE00108,Ltc Site 108,LTC,ORG0008,IDN008,GPO3,False,,308 PRACTICE AVE,SYNTH CITY,IL,90756,GP9207009,H87800308,0587245743,SITE
SITE00109,Mail Site 109,MAIL,ORG0009,IDN009,GPO4,False,,309 PRACTICE AVE,SYNTH CITY,OH,90763,BP8405894,H15890240,8169672846,SITE
SITE00110,Specialty Site 110,SPECIALTY,ORG0010,IDN000,GPO0,False,,310 PRACTICE AVE,SYNTH CITY,MI,90770,AF3524436,H37283018,8265146984,SITE
SITE00111,Covered Entity 340B Site 111,COVERED_ENTITY_340B,ORG0011,IDN001,GPO1,True,,311 PRACTICE AVE,SYNTH CITY,MN,90777,AB4150102,H71920371,0853783500,SITE
SITE00112,Retail Chain Site 112,RETAIL_CHAIN,ORG0012,IDN002,GPO2,False,,312 PRACTICE AVE,SYNTH CITY,CA,90784,FM1992315,H13565276,7483822558,SITE
SITE00113,Independent Site 113,INDEPENDENT,ORG0013,IDN003,GPO3,False,,313 PRACTICE AVE,SYNTH CITY,OR,90791,PF8359569,H94415943,1329510899,SITE
SITE00114,Hospital Site 114,HOSPITAL,ORG0014,IDN004,GPO4,False,152.0,314 PRACTICE AVE,SYNTH CITY,WA,90798,AA1778019,H97100686,2708878543,SITE
SITE00115,Clinic Site 115,CLINIC,ORG0015,IDN005,GPO0,False,,315 PRACTICE AVE,SYNTH CITY,AZ,90805,FR6190516,H44673941,0265348504,SITE
SITE00116,Ltc Site 116,LTC,ORG0016,IDN006,GPO1,False,,316 PRACTICE AVE,SYNTH CITY,CO,90812,AG4857536,H67162776,9506711289,SITE
SITE00117,Mail Site 117,MAIL,ORG0017,IDN007,GPO2,False,,317 PRACTICE AVE,SYNTH CITY,TX,90819,GR8563035,H12078835,9523748801,SITE
SITE00118,Specialty Site 118,SPECIALTY,ORG0018,IDN008,GPO3,False,,318 PRACTICE AVE,SYNTH CITY,FL,90826,PF5233071,H31139935,9291230883,SITE
SITE00119,Covered Entity 340B Site 119,COVERED_ENTITY_340B,ORG0019,IDN009,GPO4,True,,319 PRACTICE AVE,SYNTH CITY,GA,90833,FP7885196,H99141099,9865956277,SITE
SITE00120,Retail Chain Site 120,RETAIL_CHAIN,ORG0020,IDN000,GPO0,False,,320 PRACTICE AVE,SYNTH CITY,NY,90840,PM4106679,H48728059,6905768464,SITE
SITE00121,Independent Site 121,INDEPENDENT,ORG0021,IDN001,GPO1,False,,321 PRACTICE AVE,SYNTH CITY,NJ,90847,FR1207238,H31029592,3135837623,SITE
SITE00122,Hospital Site 122,HOSPITAL,ORG0022,IDN002,GPO2,False,182.0,322 PRACTICE AVE,SYNTH CITY,MA,90854,GB9909982,H65666565,0099517134,SITE
SITE00123,Clinic Site 123,CLINIC,ORG0023,IDN003,GPO3,False,,323 PRACTICE AVE,SYNTH CITY,PA,90861,FA8535045,H38215830,9416392550,SITE
SITE00124,Ltc Site 124,LTC,ORG0024,IDN004,GPO4,False,,324 PRACTICE AVE,SYNTH CITY,IL,90868,BG1679325,H69022248,0866617257,SITE
SITE00125,Mail Site 125,MAIL,ORG0025,IDN005,GPO0,False,,325 PRACTICE AVE,SYNTH CITY,OH,90875,MM3340704,H60930656,7483516267,SITE
SITE00126,Specialty Site 126,SPECIALTY,ORG0026,IDN006,GPO1,False,,326 PRACTICE AVE,SYNTH CITY,MI,90882,PR9119302,H83071306,4832124042,SITE
SITE00127,Covered Entity 340B Site 127,COVERED_ENTITY_340B,ORG0027,IDN007,GPO2,True,,327 PRACTICE AVE,SYNTH CITY,MN,90889,PP6876818,H27940349,9594486547,SITE
SITE00128,Retail Chain Site 128,RETAIL_CHAIN,ORG0028,IDN008,GPO3,False,,328 PRACTICE AVE,SYNTH CITY,CA,90896,MP4011468,H27603389,8543702145,SITE
SITE00129,Independent Site 129,INDEPENDENT,ORG0029,IDN009,GPO4,False,,329 PRACTICE AVE,SYNTH CITY,OR,90903,FB3858993,H89932599,5147533025,SITE
SITE00130,Hospital Site 130,HOSPITAL,ORG0030,IDN000,GPO0,False,133.0,330 PRACTICE AVE,SYNTH CITY,WA,90910,BR0548856,H65142462,2831778792,SITE
SITE00131,Clinic Site 131,CLINIC,ORG0031,IDN001,GPO1,False,,331 PRACTICE AVE,SYNTH CITY,AZ,90917,MF8228837,H97061809,1428370492,SITE
SITE00132,Ltc Site 132,LTC,ORG0032,IDN002,GPO2,False,,332 PRACTICE AVE,SYNTH CITY,CO,90924,RB3455172,H38639352,1458386079,SITE
SITE00133,Mail Site 133,MAIL,ORG0033,IDN003,GPO3,False,,333 PRACTICE AVE,SYNTH CITY,TX,90931,MF4365423,H44352514,7867036858,SITE
SITE00134,Specialty Site 134,SPECIALTY,ORG0034,IDN004,GPO4,False,,334 PRACTICE AVE,SYNTH CITY,FL,90938,PB1056277,H32761245,1933082947,SITE
SITE00135,Covered Entity 340B Site 135,COVERED_ENTITY_340B,ORG0035,IDN005,GPO0,True,,335 PRACTICE AVE,SYNTH CITY,GA,90945,RB1885093,H98866503,7857045836,SITE
SITE00136,Retail Chain Site 136,RETAIL_CHAIN,ORG0036,IDN006,GPO1,False,,336 PRACTICE AVE,SYNTH CITY,NY,90952,BF1568902,H32810892,3559404553,SITE
SITE00137,Independent Site 137,INDEPENDENT,ORG0037,IDN007,GPO2,False,,337 PRACTICE AVE,SYNTH CITY,NJ,90959,GR8236441,H27873113,5880721506,SITE
SITE00138,Hospital Site 138,HOSPITAL,ORG0038,IDN008,GPO3,False,66.0,338 PRACTICE AVE,SYNTH CITY,MA,90966,GB5471052,H70590385,1278347129,SITE
SITE00139,Clinic Site 139,CLINIC,ORG0039,IDN009,GPO4,False,,339 PRACTICE AVE,SYNTH CITY,PA,90973,PB7490920,H75810584,7985656553,SITE
SITE00140,Ltc Site 140,LTC,ORG0040,IDN000,GPO0,False,,340 PRACTICE AVE,SYNTH CITY,IL,90980,GM7961530,H05954060,8892127282,SITE
SITE00141,Mail Site 141,MAIL,ORG0041,IDN001,GPO1,False,,341 PRACTICE AVE,SYNTH CITY,OH,90987,BA2763665,H51251417,1062332766,SITE
SITE00142,Specialty Site 142,SPECIALTY,ORG0042,IDN002,GPO2,False,,342 PRACTICE AVE,SYNTH CITY,MI,90994,BM7559435,H87047298,8055683568,SITE
SITE00143,Covered Entity 340B Site 143,COVERED_ENTITY_340B,ORG0043,IDN003,GPO3,True,,343 PRACTICE AVE,SYNTH CITY,MN,91001,PP3904604,H56122635,7719100282,SITE
SITE00144,Retail Chain Site 144,RETAIL_CHAIN,ORG0044,IDN004,GPO4,False,,344 PRACTICE AVE,SYNTH CITY,CA,91008,BM4040455,H27524197,2666089992,SITE
SITE00145,Independent Site 145,INDEPENDENT,ORG0045,IDN005,GPO0,False,,345 PRACTICE AVE,SYNTH CITY,OR,91015,RP0422885,H71284542,8763696423,SITE
SITE00146,Hospital Site 146,HOSPITAL,ORG0046,IDN006,GPO1,False,104.0,346 PRACTICE AVE,SYNTH CITY,WA,91022,FM0173454,H72723582,5007736320,SITE
SITE00147,Clinic Site 147,CLINIC,ORG0047,IDN007,GPO2,False,,347 PRACTICE AVE,SYNTH CITY,AZ,91029,GF8435729,H46941704,9465235148,SITE
SITE00148,Ltc Site 148,LTC,ORG0048,IDN008,GPO3,False,,348 PRACTICE AVE,SYNTH CITY,CO,91036,FP1846529,H20768400,4291821211,SITE
SITE00149,Mail Site 149,MAIL,ORG0049,IDN009,GPO4,False,,349 PRACTICE AVE,SYNTH CITY,TX,91043,FF5501110,H35334532,4049317116,SITE
SITE00150,Specialty Site 150,SPECIALTY,ORG0000,IDN000,GPO0,False,,350 PRACTICE AVE,SYNTH CITY,FL,91050,BR9566659,H70394286,5413493144,SITE
SITE00151,Covered Entity 340B Site 151,COVERED_ENTITY_340B,ORG0001,IDN001,GPO1,True,,351 PRACTICE AVE,SYNTH CITY,GA,91057,RG3662950,H49356781,5516143182,SITE
SITE00152,Retail Chain Site 152,RETAIL_CHAIN,ORG0002,IDN002,GPO2,False,,352 PRACTICE AVE,SYNTH CITY,NY,91064,BB8802779,H50811660,1526454339,SITE
SITE00153,Independent Site 153,INDEPENDENT,ORG0003,IDN003,GPO3,False,,353 PRACTICE AVE,SYNTH CITY,NJ,91071,MG5529578,H96747370,9260198210,SITE
SITE00154,Hospital Site 154,HOSPITAL,ORG0004,IDN004,GPO4,False,162.0,354 PRACTICE AVE,SYNTH CITY,MA,91078,RB6274135,H70968910,7114975130,SITE
SITE00155,Clinic Site 155,CLINIC,ORG0005,IDN005,GPO0,False,,355 PRACTICE AVE,SYNTH CITY,PA,91085,MB5032691,H76991751,2953382159,SITE
SITE00156,Ltc Site 156,LTC,ORG0006,IDN006,GPO1,False,,356 PRACTICE AVE,SYNTH CITY,IL,91092,RB2416212,H99548166,7276816825,SITE
SITE00157,Mail Site 157,MAIL,ORG0007,IDN007,GPO2,False,,357 PRACTICE AVE,SYNTH CITY,OH,91099,PA7610724,H09591266,7981395859,SITE
SITE00158,Specialty Site 158,SPECIALTY,ORG0008,IDN008,GPO3,False,,358 PRACTICE AVE,SYNTH CITY,MI,91106,AG8612897,H06865422,7003765519,SITE
SITE00159,Covered Entity 340B Site 159,COVERED_ENTITY_340B,ORG0009,IDN009,GPO4,True,,359 PRACTICE AVE,SYNTH CITY,MN,91113,FA7722384,H74652877,9205342337,SITE
SITE00160,Retail Chain Site 160,RETAIL_CHAIN,ORG0010,IDN000,GPO0,False,,360 PRACTICE AVE,SYNTH CITY,CA,91120,FP5415134,H13288066,3473032324,SITE
SITE00161,Independent Site 161,INDEPENDENT,ORG0011,IDN001,GPO1,False,,361 PRACTICE AVE,SYNTH CITY,OR,91127,BR1776903,H15683296,7443729141,SITE
SITE00162,Hospital Site 162,HOSPITAL,ORG0012,IDN002,GPO2,False,62.0,362 PRACTICE AVE,SYNTH CITY,WA,91134,MM9722840,H86076684,4611825223,SITE
SITE00163,Clinic Site 163,CLINIC,ORG0013,IDN003,GPO3,False,,363 PRACTICE AVE,SYNTH CITY,AZ,91141,MP4121833,H04946117,0430590857,SITE
SITE00164,Ltc Site 164,LTC,ORG0014,IDN004,GPO4,False,,364 PRACTICE AVE,SYNTH CITY,CO,91148,PA8096306,H06722221,2637875396,SITE
SITE00165,Mail Site 165,MAIL,ORG0015,IDN005,GPO0,False,,365 PRACTICE AVE,SYNTH CITY,TX,91155,BG4757938,H19183914,9020336217,SITE
SITE00166,Specialty Site 166,SPECIALTY,ORG0016,IDN006,GPO1,False,,366 PRACTICE AVE,SYNTH CITY,FL,91162,BR9210977,H26065376,4109236230,SITE
SITE00167,Covered Entity 340B Site 167,COVERED_ENTITY_340B,ORG0017,IDN007,GPO2,True,,367 PRACTICE AVE,SYNTH CITY,GA,91169,MM6044611,H76829261,9383740161,SITE
SITE00168,Retail Chain Site 168,RETAIL_CHAIN,ORG0018,IDN008,GPO3,False,,368 PRACTICE AVE,SYNTH CITY,NY,91176,BB5216679,H14295060,2757585007,SITE
SITE00169,Independent Site 169,INDEPENDENT,ORG0019,IDN009,GPO4,False,,369 PRACTICE AVE,SYNTH CITY,NJ,91183,PA3035149,H00284607,0718213016,SITE
SITE00170,Hospital Site 170,HOSPITAL,ORG0020,IDN000,GPO0,False,119.0,370 PRACTICE AVE,SYNTH CITY,MA,91190,FF8131430,H08079437,9199107068,SITE
SITE00171,Clinic Site 171,CLINIC,ORG0021,IDN001,GPO1,False,,371 PRACTICE AVE,SYNTH CITY,PA,91197,AM2001508,H62966175,9463018736,SITE
SITE00172,Ltc Site 172,LTC,ORG0022,IDN002,GPO2,False,,372 PRACTICE AVE,SYNTH CITY,IL,91204,MA0569728,H48100909,7181152217,SITE
SITE00173,Mail Site 173,MAIL,ORG0023,IDN003,GPO3,False,,373 PRACTICE AVE,SYNTH CITY,OH,91211,MA2546267,H32550515,9573989768,SITE
SITE00174,Specialty Site 174,SPECIALTY,ORG0024,IDN004,GPO4,False,,374 PRACTICE AVE,SYNTH CITY,MI,91218,GR8400202,H19063179,7956187232,SITE
SITE00175,Covered Entity 340B Site 175,COVERED_ENTITY_340B,ORG0025,IDN005,GPO0,True,,375 PRACTICE AVE,SYNTH CITY,MN,91225,MA8203825,H80726117,8964126345,SITE
SITE00176,Retail Chain Site 176,RETAIL_CHAIN,ORG0026,IDN006,GPO1,False,,376 PRACTICE AVE,SYNTH CITY,CA,91232,BG2115305,H10149222,3736895798,SITE
SITE00177,Independent Site 177,INDEPENDENT,ORG0027,IDN007,GPO2,False,,377 PRACTICE AVE,SYNTH CITY,OR,91239,PF1185232,H86834195,5429460285,SITE
SITE00178,Hospital Site 178,HOSPITAL,ORG0028,IDN008,GPO3,False,17.0,378 PRACTICE AVE,SYNTH CITY,WA,91246,AP3251000,H16200483,0241973938,SITE
SITE00179,Clinic Site 179,CLINIC,ORG0029,IDN009,GPO4,False,,379 PRACTICE AVE,SYNTH CITY,AZ,91253,AR9351667,H57581445,1391664004,SITE
SITE00180,Ltc Site 180,LTC,ORG0030,IDN000,GPO0,False,,380 PRACTICE AVE,SYNTH CITY,CO,91260,BA0118606,H14001443,6775542403,SITE
SITE00181,Mail Site 181,MAIL,ORG0031,IDN001,GPO1,False,,381 PRACTICE AVE,SYNTH CITY,TX,91267,RF7948410,H19434289,0730902042,SITE
SITE00182,Specialty Site 182,SPECIALTY,ORG0032,IDN002,GPO2,False,,382 PRACTICE AVE,SYNTH CITY,FL,91274,MF0198955,H76424017,8100733095,SITE
SITE00183,Covered Entity 340B Site 183,COVERED_ENTITY_340B,ORG0033,IDN003,GPO3,True,,383 PRACTICE AVE,SYNTH CITY,GA,91281,GP7185628,H94088552,0942600244,SITE
SITE00184,Retail Chain Site 184,RETAIL_CHAIN,ORG0034,IDN004,GPO4,False,,384 PRACTICE AVE,SYNTH CITY,NY,91288,FB3355882,H95137831,1165468715,SITE
SITE00185,Independent Site 185,INDEPENDENT,ORG0035,IDN005,GPO0,False,,385 PRACTICE AVE,SYNTH CITY,NJ,91295,MR7338051,H80032423,5594561685,SITE
SITE00186,Hospital Site 186,HOSPITAL,ORG0036,IDN006,GPO1,False,63.0,386 PRACTICE AVE,SYNTH CITY,MA,91302,BF2585136,H35636313,4085088019,SITE
SITE00187,Clinic Site 187,CLINIC,ORG0037,IDN007,GPO2,False,,387 PRACTICE AVE,SYNTH CITY,PA,91309,FG7460695,H42902184,9655256953,SITE
SITE00188,Ltc Site 188,LTC,ORG0038,IDN008,GPO3,False,,388 PRACTICE AVE,SYNTH CITY,IL,91316,RR5412813,H62960278,9807106460,SITE
SITE00189,Mail Site 189,MAIL,ORG0039,IDN009,GPO4,False,,389 PRACTICE AVE,SYNTH CITY,OH,91323,PA5845490,H88845328,5717691559,SITE
SITE00190,Specialty Site 190,SPECIALTY,ORG0040,IDN000,GPO0,False,,390 PRACTICE AVE,SYNTH CITY,MI,91330,GA4262460,H77008284,3261431357,SITE
SITE00191,Covered Entity 340B Site 191,COVERED_ENTITY_340B,ORG0041,IDN001,GPO1,True,,391 PRACTICE AVE,SYNTH CITY,MN,91337,MA8869487,H51599427,0159343405,SITE
SITE00192,Retail Chain Site 192,RETAIL_CHAIN,ORG0042,IDN002,GPO2,False,,392 PRACTICE AVE,SYNTH CITY,CA,91344,MM3271008,H31813066,7239806855,SITE
SITE00193,Independent Site 193,INDEPENDENT,ORG0043,IDN003,GPO3,False,,393 PRACTICE AVE,SYNTH CITY,OR,91351,MA0019672,H91900072,4473032777,SITE
SITE00194,Hospital Site 194,HOSPITAL,ORG0044,IDN004,GPO4,False,18.0,394 PRACTICE AVE,SYNTH CITY,WA,91358,PA6334379,H84547544,3564884914,SITE
SITE00195,Clinic Site 195,CLINIC,ORG0045,IDN005,GPO0,False,,395 PRACTICE AVE,SYNTH CITY,AZ,91365,RF5243708,H95561726,3772642591,SITE
SITE00196,Ltc Site 196,LTC,ORG0046,IDN006,GPO1,False,,396 PRACTICE AVE,SYNTH CITY,CO,91372,AR8563158,H27773348,9495306695,SITE
SITE00197,Mail Site 197,MAIL,ORG0047,IDN007,GPO2,False,,397 PRACTICE AVE,SYNTH CITY,TX,91379,PA5744866,H42596719,2949879680,SITE
SITE00198,Specialty Site 198,SPECIALTY,ORG0048,IDN008,GPO3,False,,398 PRACTICE AVE,SYNTH CITY,FL,91386,BA5875568,H81537594,6191389447,SITE
SITE00199,Covered Entity 340B Site 199,COVERED_ENTITY_340B,ORG0049,IDN009,GPO4,True,,399 PRACTICE AVE,SYNTH CITY,GA,91393,AR0040167,H27627581,2338755848,SITE
SITE00200,Retail Chain Site 200,RETAIL_CHAIN,ORG0000,IDN000,GPO0,False,,400 PRACTICE AVE,SYNTH CITY,CA,90000,BA3644499,H11284865,2315220790,SITE
SITE00201,Independent Site 201,INDEPENDENT,ORG0001,IDN001,GPO1,False,,401 PRACTICE AVE,SYNTH CITY,OR,90007,GG9564557,H65098129,3878045822,SITE
SITE00202,Hospital Site 202,HOSPITAL,ORG0002,IDN002,GPO2,False,61.0,402 PRACTICE AVE,SYNTH CITY,WA,90014,BP9123842,H35318427,7100767640,SITE
SITE00203,Clinic Site 203,CLINIC,ORG0003,IDN003,GPO3,False,,403 PRACTICE AVE,SYNTH CITY,AZ,90021,MP3988931,H47732480,3284020492,SITE
SITE00204,Ltc Site 204,LTC,ORG0004,IDN004,GPO4,False,,404 PRACTICE AVE,SYNTH CITY,CO,90028,GR7839246,H22105924,9705122619,SITE
SITE00205,Mail Site 205,MAIL,ORG0005,IDN005,GPO0,False,,405 PRACTICE AVE,SYNTH CITY,TX,90035,BB3633560,H89656433,1832956225,SITE
SITE00206,Specialty Site 206,SPECIALTY,ORG0006,IDN006,GPO1,False,,406 PRACTICE AVE,SYNTH CITY,FL,90042,PG1846357,H82696112,1795574452,SITE
SITE00207,Covered Entity 340B Site 207,COVERED_ENTITY_340B,ORG0007,IDN007,GPO2,True,,407 PRACTICE AVE,SYNTH CITY,GA,90049,FA5802285,H56270186,1406723233,SITE
SITE00208,Retail Chain Site 208,RETAIL_CHAIN,ORG0008,IDN008,GPO3,False,,408 PRACTICE AVE,SYNTH CITY,NY,90056,BB4872929,H35273805,1846850224,SITE
SITE00209,Independent Site 209,INDEPENDENT,ORG0009,IDN009,GPO4,False,,409 PRACTICE AVE,SYNTH CITY,NJ,90063,RR4826322,H43231931,5838672033,SITE
SITE00210,Hospital Site 210,HOSPITAL,ORG0010,IDN000,GPO0,False,184.0,410 PRACTICE AVE,SYNTH CITY,MA,90070,PP8339522,H80070194,7401705331,SITE
SITE00211,Clinic Site 211,CLINIC,ORG0011,IDN001,GPO1,False,,411 PRACTICE AVE,SYNTH CITY,PA,90077,RM6336026,H60752794,2250400472,SITE
SITE00212,Ltc Site 212,LTC,ORG0012,IDN002,GPO2,False,,412 PRACTICE AVE,SYNTH CITY,IL,90084,RA2459650,H01632684,8778179951,SITE
SITE00213,Mail Site 213,MAIL,ORG0013,IDN003,GPO3,False,,413 PRACTICE AVE,SYNTH CITY,OH,90091,PR8883748,H89541655,6814787787,SITE
SITE00214,Specialty Site 214,SPECIALTY,ORG0014,IDN004,GPO4,False,,414 PRACTICE AVE,SYNTH CITY,MI,90098,RM2571759,H29456591,7922479770,SITE
SITE00215,Covered Entity 340B Site 215,COVERED_ENTITY_340B,ORG0015,IDN005,GPO0,True,,415 PRACTICE AVE,SYNTH CITY,MN,90105,GM2410885,H00172288,7352807573,SITE
SITE00216,Retail Chain Site 216,RETAIL_CHAIN,ORG0016,IDN006,GPO1,False,,416 PRACTICE AVE,SYNTH CITY,CA,90112,GB7643342,H22092119,4340328044,SITE
SITE00217,Independent Site 217,INDEPENDENT,ORG0017,IDN007,GPO2,False,,417 PRACTICE AVE,SYNTH CITY,OR,90119,PP5232626,H69394668,4734476086,SITE
SITE00218,Hospital Site 218,HOSPITAL,ORG0018,IDN008,GPO3,False,151.0,418 PRACTICE AVE,SYNTH CITY,WA,90126,AR6048294,H23569195,1936602634,SITE
SITE00219,Clinic Site 219,CLINIC,ORG0019,IDN009,GPO4,False,,419 PRACTICE AVE,SYNTH CITY,AZ,90133,AA8115165,H64764021,0220351205,SITE
SITE00220,Ltc Site 220,LTC,ORG0020,IDN000,GPO0,False,,420 PRACTICE AVE,SYNTH CITY,CO,90140,AB4676692,H79581852,0743394021,SITE
SITE00221,Mail Site 221,MAIL,ORG0021,IDN001,GPO1,False,,421 PRACTICE AVE,SYNTH CITY,TX,90147,BM8867461,H55057352,2138966645,SITE
SITE00222,Specialty Site 222,SPECIALTY,ORG0022,IDN002,GPO2,False,,422 PRACTICE AVE,SYNTH CITY,FL,90154,FM7454220,H47690774,2368656064,SITE
SITE00223,Covered Entity 340B Site 223,COVERED_ENTITY_340B,ORG0023,IDN003,GPO3,True,,423 PRACTICE AVE,SYNTH CITY,GA,90161,AR8537675,H20254529,3834622383,SITE
SITE00224,Retail Chain Site 224,RETAIL_CHAIN,ORG0024,IDN004,GPO4,False,,424 PRACTICE AVE,SYNTH CITY,NY,90168,BG6740048,H08603295,3250216645,SITE
SITE00225,Independent Site 225,INDEPENDENT,ORG0025,IDN005,GPO0,False,,425 PRACTICE AVE,SYNTH CITY,NJ,90175,AF8211815,H96420191,0843759479,SITE
SITE00226,Hospital Site 226,HOSPITAL,ORG0026,IDN006,GPO1,False,175.0,426 PRACTICE AVE,SYNTH CITY,MA,90182,GB9205908,H89425186,4575899677,SITE
SITE00227,Clinic Site 227,CLINIC,ORG0027,IDN007,GPO2,False,,427 PRACTICE AVE,SYNTH CITY,PA,90189,FA4815141,H78772513,5608485566,SITE
SITE00228,Ltc Site 228,LTC,ORG0028,IDN008,GPO3,False,,428 PRACTICE AVE,SYNTH CITY,IL,90196,PB5048823,H53134595,3674428818,SITE
SITE00229,Mail Site 229,MAIL,ORG0029,IDN009,GPO4,False,,429 PRACTICE AVE,SYNTH CITY,OH,90203,FB9023525,H78010965,7525706405,SITE
SITE00230,Specialty Site 230,SPECIALTY,ORG0030,IDN000,GPO0,False,,430 PRACTICE AVE,SYNTH CITY,MI,90210,BG3264470,H30918136,8128327086,SITE
SITE00231,Covered Entity 340B Site 231,COVERED_ENTITY_340B,ORG0031,IDN001,GPO1,True,,431 PRACTICE AVE,SYNTH CITY,MN,90217,RP2143969,H77100529,1961033358,SITE
SITE00232,Retail Chain Site 232,RETAIL_CHAIN,ORG0032,IDN002,GPO2,False,,432 PRACTICE AVE,SYNTH CITY,CA,90224,AA6929330,H44611401,6951957151,SITE
SITE00233,Independent Site 233,INDEPENDENT,ORG0033,IDN003,GPO3,False,,433 PRACTICE AVE,SYNTH CITY,OR,90231,AM2906164,H96305405,2203204211,SITE
SITE00234,Hospital Site 234,HOSPITAL,ORG0034,IDN004,GPO4,False,93.0,434 PRACTICE AVE,SYNTH CITY,WA,90238,AR4989547,H08302206,0847311673,SITE
SITE00235,Clinic Site 235,CLINIC,ORG0035,IDN005,GPO0,False,,435 PRACTICE AVE,SYNTH CITY,AZ,90245,BF9842355,H10471412,6229119501,SITE
SITE00236,Ltc Site 236,LTC,ORG0036,IDN006,GPO1,False,,436 PRACTICE AVE,SYNTH CITY,CO,90252,FG2562849,H03782914,3497729467,SITE
SITE00237,Mail Site 237,MAIL,ORG0037,IDN007,GPO2,False,,437 PRACTICE AVE,SYNTH CITY,TX,90259,MM6469351,H37625810,3638853085,SITE
SITE00238,Specialty Site 238,SPECIALTY,ORG0038,IDN008,GPO3,False,,438 PRACTICE AVE,SYNTH CITY,FL,90266,RG5761697,H45262323,3074916156,SITE
SITE00239,Covered Entity 340B Site 239,COVERED_ENTITY_340B,ORG0039,IDN009,GPO4,True,,439 PRACTICE AVE,SYNTH CITY,GA,90273,GG6838123,H91348497,7714521177,SITE
SITE00240,Retail Chain Site 240,RETAIL_CHAIN,ORG0040,IDN000,GPO0,False,,440 PRACTICE AVE,SYNTH CITY,NY,90280,MB7689817,H34664910,0844645016,SITE
SITE00241,Independent Site 241,INDEPENDENT,ORG0041,IDN001,GPO1,False,,441 PRACTICE AVE,SYNTH CITY,NJ,90287,RG1332271,H34589250,6106141776,SITE
SITE00242,Hospital Site 242,HOSPITAL,ORG0042,IDN002,GPO2,False,114.0,442 PRACTICE AVE,SYNTH CITY,MA,90294,PG1122325,H16365942,5645433967,SITE
SITE00243,Clinic Site 243,CLINIC,ORG0043,IDN003,GPO3,False,,443 PRACTICE AVE,SYNTH CITY,PA,90301,AR7075945,H33688765,3732853890,SITE
SITE00244,Ltc Site 244,LTC,ORG0044,IDN004,GPO4,False,,444 PRACTICE AVE,SYNTH CITY,IL,90308,FG4795758,H43496105,8457596772,SITE
SITE00245,Mail Site 245,MAIL,ORG0045,IDN005,GPO0,False,,445 PRACTICE AVE,SYNTH CITY,OH,90315,MA4151530,H15087717,6305700356,SITE
SITE00246,Specialty Site 246,SPECIALTY,ORG0046,IDN006,GPO1,False,,446 PRACTICE AVE,SYNTH CITY,MI,90322,GF2000674,H04924534,4475004907,SITE
SITE00247,Covered Entity 340B Site 247,COVERED_ENTITY_340B,ORG0047,IDN007,GPO2,True,,447 PRACTICE AVE,SYNTH CITY,MN,90329,AM4226562,H58331602,7094356483,SITE
SITE00248,Retail Chain Site 248,RETAIL_CHAIN,ORG0048,IDN008,GPO3,False,,448 PRACTICE AVE,SYNTH CITY,CA,90336,RB7392277,H15365996,6817718631,SITE
SITE00249,Independent Site 249,INDEPENDENT,ORG0049,IDN009,GPO4,False,,449 PRACTICE AVE,SYNTH CITY,OR,90343,GG9986191,H10942047,9568929597,SITE
