sample_id,call_id,hcp_id,product_id,quantity,signature_captured,sample_date
SAMPCALLHCP0000701,CALLHCP0000701,HCP000070,PRD001,2,True,2024-02-21
SAMPCALLHCP0014330,CALLHCP0014330,HCP001433,PRD001,3,True,2024-01-08
SAMPCALLHCP0014333,CALLHCP0014333,HCP001433,PRD001,1,True,2024-03-22
SAMPCALLHCP0017612,CALLHCP0017612,HCP001761,PRD001,2,True,2024-03-23
SAMPCALLHCP0012841,CALLHCP0012841,HCP001284,PRD001,3,True,2024-03-22
SAMPCALLHCP0013010,CALLHCP0013010,HCP001301,PRD001,2,True,2024-01-23
SAMPCALLHCP0013013,CALLHCP0013013,HCP001301,PRD001,3,True,2024-01-23
SAMPCALLHCP0010972,CALLHCP0010972,HCP001097,PRD001,1,True,2024-03-11
SAMPCALLHCP0004990,CALLHCP0004990,HCP000499,PRD001,1,True,2024-03-09
SAMPCALLHCP0007431,CALLHCP0007431,HCP000743,PRD001,2,True,2024-03-14
SAMPCALLHCP0013991,CALLHCP0013991,HCP001399,PRD001,1,True,2024-01-02
SAMPCALLHCP0017784,CALLHCP0017784,HCP001778,PRD001,2,True,2024-02-05
SAMPCALLHCP0016232,CALLHCP0016232,HCP001623,PRD001,3,True,2024-03-19
SAMPCALLHCP0016233,CALLHCP0016233,HCP001623,PRD001,3,True,2024-01-06
SAMPCALLHCP0011404,CALLHCP0011404,HCP001140,PRD001,3,True,2024-02-24
SAMPCALLHCP0001590,CALLHCP0001590,HCP000159,PRD001,2,True,2024-02-25
SAMPCALLHCP0008225,CALLHCP0008225,HCP000822,PRD001,2,True,2024-03-07
SAMPCALLHCP0013920,CALLHCP0013920,HCP001392,PRD001,1,True,2024-03-03
SAMPCALLHCP0013922,CALLHCP0013922,HCP001392,PRD001,1,True,2024-01-06
SAMPCALLHCP0004892,CALLHCP0004892,HCP000489,PRD001,2,True,2024-03-13
SAMPCALLHCP0014291,CALLHCP0014291,HCP001429,PRD001,1,True,2024-02-25
SAMPCALLHCP0014293,CALLHCP0014293,HCP001429,PRD001,3,True,2024-02-03
SAMPCALLHCP0014294,CALLHCP0014294,HCP001429,PRD001,1,True,2024-01-03
SAMPCALLHCP0012692,CALLHCP0012692,HCP001269,PRD001,1,True,2024-01-24
SAMPCALLHCP0012695,CALLHCP0012695,HCP001269,PRD001,1,True,2024-01-30
SAMPCALLHCP0013801,CALLHCP0013801,HCP001380,PRD001,2,True,2024-01-05
SAMPCALLHCP0013802,CALLHCP0013802,HCP001380,PRD001,2,True,2024-03-11
SAMPCALLHCP0013805,CALLHCP0013805,HCP001380,PRD001,1,True,2024-03-18
SAMPCALLHCP0010101,CALLHCP0010101,HCP001010,PRD001,3,True,2024-01-02
SAMPCALLHCP0010102,CALLHCP0010102,HCP001010,PRD001,2,True,2024-03-24
SAMPCALLHCP0014780,CALLHCP0014780,HCP001478,PRD001,3,True,2024-02-28
SAMPCALLHCP0014312,CALLHCP0014312,HCP001431,PRD001,2,True,2024-01-03
SAMPCALLHCP0014314,CALLHCP0014314,HCP001431,PRD001,3,True,2024-01-25
SAMPCALLHCP0014973,CALLHCP0014973,HCP001497,PRD001,1,True,2024-03-19
SAMPCALLHCP0012313,CALLHCP0012313,HCP001231,PRD001,1,True,2024-01-09
SAMPCALLHCP0012315,CALLHCP0012315,HCP001231,PRD001,1,True,2024-02-16
SAMPCALLHCP0013421,CALLHCP0013421,HCP001342,PRD001,3,True,2024-03-10
SAMPCALLHCP0013422,CALLHCP0013422,HCP001342,PRD001,1,True,2024-02-15
SAMPCALLHCP0011154,CALLHCP0011154,HCP001115,PRD001,3,True,2024-01-05
SAMPCALLHCP0003582,CALLHCP0003582,HCP000358,PRD001,3,True,2024-01-24
SAMPCALLHCP0003584,CALLHCP0003584,HCP000358,PRD001,3,True,2024-02-05
SAMPCALLHCP0003585,CALLHCP0003585,HCP000358,PRD001,1,True,2024-01-05
SAMPCALLHCP0009970,CALLHCP0009970,HCP000997,PRD001,2,True,2024-03-01
SAMPCALLHCP0005960,CALLHCP0005960,HCP000596,PRD001,1,True,2024-03-16
SAMPCALLHCP0013751,CALLHCP0013751,HCP001375,PRD001,1,True,2024-03-14
SAMPCALLHCP0013111,CALLHCP0013111,HCP001311,PRD001,1,True,2024-03-17
SAMPCALLHCP0013113,CALLHCP0013113,HCP001311,PRD001,2,True,2024-02-19
SAMPCALLHCP0013115,CALLHCP0013115,HCP001311,PRD001,2,True,2024-03-23
SAMPCALLHCP0013116,CALLHCP0013116,HCP001311,PRD001,3,True,2024-03-14
SAMPCALLHCP0011810,CALLHCP0011810,HCP001181,PRD001,2,True,2024-02-01
SAMPCALLHCP0011813,CALLHCP0011813,HCP001181,PRD001,1,True,2024-01-31
SAMPCALLHCP0000142,CALLHCP0000142,HCP000014,PRD001,3,True,2024-02-01
SAMPCALLHCP0007600,CALLHCP0007600,HCP000760,PRD001,1,True,2024-03-08
SAMPCALLHCP0009381,CALLHCP0009381,HCP000938,PRD001,1,True,2024-02-29
SAMPCALLHCP0009383,CALLHCP0009383,HCP000938,PRD001,2,True,2024-03-11
SAMPCALLHCP0015913,CALLHCP0015913,HCP001591,PRD001,2,True,2024-02-14
SAMPCALLHCP0015914,CALLHCP0015914,HCP001591,PRD001,3,True,2024-02-25
SAMPCALLHCP0006864,CALLHCP0006864,HCP000686,PRD001,1,True,2024-03-07
SAMPCALLHCP0012911,CALLHCP0012911,HCP001291,PRD001,3,True,2024-01-05
SAMPCALLHCP0012912,CALLHCP0012912,HCP001291,PRD001,3,True,2024-01-13
SAMPCALLHCP0010521,CALLHCP0010521,HCP001052,PRD001,2,True,2024-03-11
SAMPCALLHCP0010522,CALLHCP0010522,HCP001052,PRD001,1,True,2024-01-28
SAMPCALLHCP0006831,CALLHCP0006831,HCP000683,PRD001,2,True,2024-02-14
SAMPCALLHCP0006834,CALLHCP0006834,HCP000683,PRD001,2,True,2024-03-23
SAMPCALLHCP0001830,CALLHCP0001830,HCP000183,PRD001,1,True,2024-03-16
SAMPCALLHCP0001831,CALLHCP0001831,HCP000183,PRD001,1,True,2024-03-09
SAMPCALLHCP0014990,CALLHCP0014990,HCP001499,PRD001,3,True,2024-03-02
SAMPCALLHCP0014713,CALLHCP0014713,HCP001471,PRD001,3,True,2024-02-24
SAMPCALLHCP0014715,CALLHCP0014715,HCP001471,PRD001,1,True,2024-02-24
SAMPCALLHCP0001215,CALLHCP0001215,HCP000121,PRD001,1,True,2024-02-20
SAMPCALLHCP0007771,CALLHCP0007771,HCP000777,PRD001,1,True,2024-02-09
SAMPCALLHCP0007773,CALLHCP0007773,HCP000777,PRD001,1,True,2024-02-13
SAMPCALLHCP0014941,CALLHCP0014941,HCP001494,PRD001,1,True,2024-02-05
SAMPCALLHCP0014942,CALLHCP0014942,HCP001494,PRD001,1,True,2024-03-23
SAMPCALLHCP0000982,CALLHCP0000982,HCP000098,PRD001,3,True,2024-03-10
SAMPCALLHCP0000983,CALLHCP0000983,HCP000098,PRD001,3,True,2024-02-25
SAMPCALLHCP0016334,CALLHCP0016334,HCP001633,PRD001,3,True,2024-01-03
SAMPCALLHCP0000065,CALLHCP0000065,HCP000006,PRD001,3,True,2024-02-20
SAMPCALLHCP0000872,CALLHCP0000872,HCP000087,PRD001,1,True,2024-01-08
SAMPCALLHCP0000873,CALLHCP0000873,HCP000087,PRD001,1,True,2024-03-07
SAMPCALLHCP0017800,CALLHCP0017800,HCP001780,PRD001,3,True,2024-02-12
SAMPCALLHCP0010461,CALLHCP0010461,HCP001046,PRD001,3,True,2024-01-28
SAMPCALLHCP0003693,CALLHCP0003693,HCP000369,PRD001,1,True,2024-01-28
SAMPCALLHCP0003694,CALLHCP0003694,HCP000369,PRD001,3,True,2024-03-08
SAMPCALLHCP0003560,CALLHCP0003560,HCP000356,PRD001,1,True,2024-02-14
SAMPCALLHCP0003562,CALLHCP0003562,HCP000356,PRD001,2,True,2024-02-09
SAMPCALLHCP0011740,CALLHCP0011740,HCP001174,PRD001,3,True,2024-03-19
SAMPCALLHCP0011743,CALLHCP0011743,HCP001174,PRD001,3,True,2024-02-13
SAMPCALLHCP0002300,CALLHCP0002300,HCP000230,PRD001,3,True,2024-03-12
SAMPCALLHCP0002302,CALLHCP0002302,HCP000230,PRD001,1,True,2024-01-11
SAMPCALLHCP0002306,CALLHCP0002306,HCP000230,PRD001,3,True,2024-02-21
SAMPCALLHCP0018231,CALLHCP0018231,HCP001823,PRD001,3,True,2024-03-03
SAMPCALLHCP0018233,CALLHCP0018233,HCP001823,PRD001,2,True,2024-01-05
SAMPCALLHCP0018235,CALLHCP0018235,HCP001823,PRD001,1,True,2024-01-10
SAMPCALLHCP0009431,CALLHCP0009431,HCP000943,PRD001,1,True,2024-02-18
SAMPCALLHCP0010891,CALLHCP0010891,HCP001089,PRD001,2,True,2024-02-07
SAMPCALLHCP0010892,CALLHCP0010892,HCP001089,PRD001,3,True,2024-02-20
SAMPCALLHCP0010893,CALLHCP0010893,HCP001089,PRD001,1,True,2024-02-27
SAMPCALLHCP0000922,CALLHCP0000922,HCP000092,PRD001,2,True,2024-01-25
SAMPCALLHCP0000926,CALLHCP0000926,HCP000092,PRD001,2,True,2024-02-15
SAMPCALLHCP0013130,CALLHCP0013130,HCP001313,PRD001,3,True,2024-01-17
SAMPCALLHCP0013131,CALLHCP0013131,HCP001313,PRD001,2,True,2024-01-02
SAMPCALLHCP0007081,CALLHCP0007081,HCP000708,PRD001,1,True,2024-01-12
SAMPCALLHCP0007082,CALLHCP0007082,HCP000708,PRD001,1,True,2024-03-21
SAMPCALLHCP0017060,CALLHCP0017060,HCP001706,PRD001,1,True,2024-03-15
SAMPCALLHCP0017061,CALLHCP0017061,HCP001706,PRD001,3,True,2024-02-18
SAMPCALLHCP0017062,CALLHCP0017062,HCP001706,PRD001,3,True,2024-02-11
SAMPCALLHCP0017063,CALLHCP0017063,HCP001706,PRD001,1,True,2024-01-22
SAMPCALLHCP0014201,CALLHCP0014201,HCP001420,PRD001,3,True,2024-01-06
SAMPCALLHCP0002041,CALLHCP0002041,HCP000204,PRD001,2,True,2024-01-11
SAMPCALLHCP0015532,CALLHCP0015532,HCP001553,PRD001,1,True,2024-02-16
SAMPCALLHCP0006411,CALLHCP0006411,HCP000641,PRD001,2,True,2024-02-28
SAMPCALLHCP0006416,CALLHCP0006416,HCP000641,PRD001,2,True,2024-03-14
SAMPCALLHCP0009911,CALLHCP0009911,HCP000991,PRD001,3,True,2024-03-14
SAMPCALLHCP0015410,CALLHCP0015410,HCP001541,PRD001,1,True,2024-02-12
SAMPCALLHCP0015411,CALLHCP0015411,HCP001541,PRD001,2,True,2024-02-13
SAMPCALLHCP0015414,CALLHCP0015414,HCP001541,PRD001,3,True,2024-01-20
SAMPCALLHCP0007820,CALLHCP0007820,HCP000782,PRD001,2,True,2024-01-06
SAMPCALLHCP0007822,CALLHCP0007822,HCP000782,PRD001,1,True,2024-01-30
SAMPCALLHCP0007824,CALLHCP0007824,HCP000782,PRD001,2,True,2024-02-17
SAMPCALLHCP0018183,CALLHCP0018183,HCP001818,PRD001,2,True,2024-01-26
SAMPCALLHCP0018185,CALLHCP0018185,HCP001818,PRD001,1,True,2024-01-26
SAMPCALLHCP0004963,CALLHCP0004963,HCP000496,PRD001,3,True,2024-01-06
SAMPCALLHCP0006400,CALLHCP0006400,HCP000640,PRD001,3,True,2024-01-31
SAMPCALLHCP0011261,CALLHCP0011261,HCP001126,PRD001,2,True,2024-01-25
SAMPCALLHCP0007950,CALLHCP0007950,HCP000795,PRD001,1,True,2024-02-14
SAMPCALLHCP0007952,CALLHCP0007952,HCP000795,PRD001,2,True,2024-02-13
SAMPCALLHCP0017761,CALLHCP0017761,HCP001776,PRD001,3,True,2024-01-06
SAMPCALLHCP0019211,CALLHCP0019211,HCP001921,PRD001,1,True,2024-03-16
SAMPCALLHCP0019216,CALLHCP0019216,HCP001921,PRD001,2,True,2024-01-21
SAMPCALLHCP0017891,CALLHCP0017891,HCP001789,PRD001,1,True,2024-03-16
SAMPCALLHCP0017892,CALLHCP0017892,HCP001789,PRD001,2,True,2024-03-05
SAMPCALLHCP0017893,CALLHCP0017893,HCP001789,PRD001,3,True,2024-02-18
SAMPCALLHCP0017894,CALLHCP0017894,HCP001789,PRD001,1,True,2024-03-18
SAMPCALLHCP0017491,CALLHCP0017491,HCP001749,PRD001,1,True,2024-03-06
SAMPCALLHCP0017492,CALLHCP0017492,HCP001749,PRD001,2,True,2024-01-03
SAMPCALLHCP0006800,CALLHCP0006800,HCP000680,PRD001,1,True,2024-01-19
SAMPCALLHCP0009042,CALLHCP0009042,HCP000904,PRD001,3,True,2024-03-11
SAMPCALLHCP0009043,CALLHCP0009043,HCP000904,PRD001,2,True,2024-03-15
SAMPCALLHCP0009044,CALLHCP0009044,HCP000904,PRD001,2,True,2024-01-03
SAMPCALLHCP0001151,CALLHCP0001151,HCP000115,PRD001,1,True,2024-01-10
SAMPCALLHCP0001154,CALLHCP0001154,HCP000115,PRD001,1,True,2024-03-02
SAMPCALLHCP0006912,CALLHCP0006912,HCP000691,PRD001,2,True,2024-02-22
SAMPCALLHCP0000803,CALLHCP0000803,HCP000080,PRD001,3,True,2024-03-16
SAMPCALLHCP0008520,CALLHCP0008520,HCP000852,PRD001,1,True,2024-01-28
SAMPCALLHCP0010771,CALLHCP0010771,HCP001077,PRD001,3,True,2024-01-29
SAMPCALLHCP0009210,CALLHCP0009210,HCP000921,PRD001,1,True,2024-01-10
SAMPCALLHCP0009132,CALLHCP0009132,HCP000913,PRD001,1,True,2024-03-02
SAMPCALLHCP0010321,CALLHCP0010321,HCP001032,PRD001,3,True,2024-03-18
SAMPCALLHCP0001300,CALLHCP0001300,HCP000130,PRD001,2,True,2024-03-11
SAMPCALLHCP0004931,CALLHCP0004931,HCP000493,PRD001,2,True,2024-03-17
SAMPCALLHCP0016381,CALLHCP0016381,HCP001638,PRD001,1,True,2024-02-07
SAMPCALLHCP0016382,CALLHCP0016382,HCP001638,PRD001,2,True,2024-02-04
SAMPCALLHCP0010011,CALLHCP0010011,HCP001001,PRD001,3,True,2024-02-13
SAMPCALLHCP0011275,CALLHCP0011275,HCP001127,PRD001,2,True,2024-03-11
SAMPCALLHCP0006640,CALLHCP0006640,HCP000664,PRD001,1,True,2024-03-15
SAMPCALLHCP0016150,CALLHCP0016150,HCP001615,PRD001,2,True,2024-02-21
SAMPCALLHCP0002050,CALLHCP0002050,HCP000205,PRD001,2,True,2024-01-31
SAMPCALLHCP0010453,CALLHCP0010453,HCP001045,PRD001,3,True,2024-03-19
SAMPCALLHCP0005450,CALLHCP0005450,HCP000545,PRD001,3,True,2024-02-17
SAMPCALLHCP0004280,CALLHCP0004280,HCP000428,PRD001,1,True,2024-03-13
SAMPCALLHCP0003313,CALLHCP0003313,HCP000331,PRD001,1,True,2024-01-25
SAMPCALLHCP0003314,CALLHCP0003314,HCP000331,PRD001,2,True,2024-02-16
SAMPCALLHCP0012771,CALLHCP0012771,HCP001277,PRD001,1,True,2024-01-31
SAMPCALLHCP0012773,CALLHCP0012773,HCP001277,PRD001,3,True,2024-02-19
SAMPCALLHCP0012776,CALLHCP0012776,HCP001277,PRD001,3,True,2024-02-04
SAMPCALLHCP0007960,CALLHCP0007960,HCP000796,PRD001,1,True,2024-01-12
SAMPCALLHCP0007964,CALLHCP0007964,HCP000796,PRD001,2,True,2024-01-16
SAMPCALLHCP0007965,CALLHCP0007965,HCP000796,PRD001,1,True,2024-01-04
SAMPCALLHCP0009010,CALLHCP0009010,HCP000901,PRD001,3,True,2024-03-06
SAMPCALLHCP0005483,CALLHCP0005483,HCP000548,PRD001,3,True,2024-01-24
SAMPCALLHCP0002940,CALLHCP0002940,HCP000294,PRD001,3,True,2024-02-16
SAMPCALLHCP0007580,CALLHCP0007580,HCP000758,PRD001,1,True,2024-01-13
SAMPCALLHCP0007270,CALLHCP0007270,HCP000727,PRD001,3,True,2024-02-14
SAMPCALLHCP0007271,CALLHCP0007271,HCP000727,PRD001,1,True,2024-01-22
SAMPCALLHCP0010784,CALLHCP0010784,HCP001078,PRD001,1,True,2024-03-04
SAMPCALLHCP0019532,CALLHCP0019532,HCP001953,PRD001,3,True,2024-02-07
SAMPCALLHCP0010541,CALLHCP0010541,HCP001054,PRD001,2,True,2024-03-01
SAMPCALLHCP0010543,CALLHCP0010543,HCP001054,PRD001,1,True,2024-03-23
SAMPCALLHCP0007470,CALLHCP0007470,HCP000747,PRD001,3,True,2024-02-05
SAMPCALLHCP0009850,CALLHCP0009850,HCP000985,PRD001,1,True,2024-01-25
SAMPCALLHCP0009852,CALLHCP0009852,HCP000985,PRD001,1,True,2024-01-28
SAMPCALLHCP0001354,CALLHCP0001354,HCP000135,PRD001,1,True,2024-03-05
SAMPCALLHCP0001355,CALLHCP0001355,HCP000135,PRD001,3,True,2024-02-07
SAMPCALLHCP0017981,CALLHCP0017981,HCP001798,PRD001,1,True,2024-02-10
SAMPCALLHCP0017983,CALLHCP0017983,HCP001798,PRD001,1,True,2024-03-13
SAMPCALLHCP0019640,CALLHCP0019640,HCP001964,PRD001,3,True,2024-02-15
SAMPCALLHCP0019641,CALLHCP0019641,HCP001964,PRD001,2,True,2024-03-16
SAMPCALLHCP0019643,CALLHCP0019643,HCP001964,PRD001,1,True,2024-01-14
SAMPCALLHCP0018763,CALLHCP0018763,HCP001876,PRD001,1,True,2024-02-24
SAMPCALLHCP0015722,CALLHCP0015722,HCP001572,PRD001,3,True,2024-03-18
SAMPCALLHCP0015233,CALLHCP0015233,HCP001523,PRD001,3,True,2024-01-29
SAMPCALLHCP0006971,CALLHCP0006971,HCP000697,PRD001,2,True,2024-01-15
SAMPCALLHCP0006972,CALLHCP0006972,HCP000697,PRD001,1,True,2024-02-11
SAMPCALLHCP0013152,CALLHCP0013152,HCP001315,PRD001,3,True,2024-03-05
SAMPCALLHCP0000270,CALLHCP0000270,HCP000027,PRD001,1,True,2024-03-16
SAMPCALLHCP0009773,CALLHCP0009773,HCP000977,PRD001,2,True,2024-03-02
SAMPCALLHCP0002323,CALLHCP0002323,HCP000232,PRD001,2,True,2024-03-04
SAMPCALLHCP0014000,CALLHCP0014000,HCP001400,PRD001,2,True,2024-02-29
SAMPCALLHCP0005531,CALLHCP0005531,HCP000553,PRD001,2,True,2024-01-04
SAMPCALLHCP0005532,CALLHCP0005532,HCP000553,PRD001,1,True,2024-02-06
SAMPCALLHCP0018350,CALLHCP0018350,HCP001835,PRD001,2,True,2024-01-28
SAMPCALLHCP0019041,CALLHCP0019041,HCP001904,PRD001,2,True,2024-01-08
SAMPCALLHCP0019044,CALLHCP0019044,HCP001904,PRD001,2,True,2024-02-19
SAMPCALLHCP0002412,CALLHCP0002412,HCP000241,PRD001,2,True,2024-03-13
SAMPCALLHCP0004432,CALLHCP0004432,HCP000443,PRD001,1,True,2024-01-15
SAMPCALLHCP0018521,CALLHCP0018521,HCP001852,PRD001,1,True,2024-02-19
SAMPCALLHCP0011960,CALLHCP0011960,HCP001196,PRD001,2,True,2024-02-12
SAMPCALLHCP0011961,CALLHCP0011961,HCP001196,PRD001,2,True,2024-03-02
SAMPCALLHCP0012170,CALLHCP0012170,HCP001217,PRD001,3,True,2024-01-16
SAMPCALLHCP0008081,CALLHCP0008081,HCP000808,PRD001,2,True,2024-03-04
SAMPCALLHCP0008082,CALLHCP0008082,HCP000808,PRD001,2,True,2024-03-08
SAMPCALLHCP0010040,CALLHCP0010040,HCP001004,PRD001,1,True,2024-01-28
SAMPCALLHCP0010042,CALLHCP0010042,HCP001004,PRD001,1,True,2024-02-20
SAMPCALLHCP0002992,CALLHCP0002992,HCP000299,PRD001,2,True,2024-03-17
SAMPCALLHCP0002994,CALLHCP0002994,HCP000299,PRD001,1,True,2024-01-09
SAMPCALLHCP0017020,CALLHCP0017020,HCP001702,PRD001,1,True,2024-02-17
SAMPCALLHCP0017024,CALLHCP0017024,HCP001702,PRD001,3,True,2024-02-26
SAMPCALLHCP0013634,CALLHCP0013634,HCP001363,PRD001,3,True,2024-03-22
SAMPCALLHCP0019692,CALLHCP0019692,HCP001969,PRD001,3,True,2024-03-24
SAMPCALLHCP0014612,CALLHCP0014612,HCP001461,PRD001,3,True,2024-02-21
SAMPCALLHCP0014616,CALLHCP0014616,HCP001461,PRD001,2,True,2024-02-21
SAMPCALLHCP0011700,CALLHCP0011700,HCP001170,PRD001,2,True,2024-03-14
SAMPCALLHCP0011701,CALLHCP0011701,HCP001170,PRD001,3,True,2024-01-03
SAMPCALLHCP0011702,CALLHCP0011702,HCP001170,PRD001,3,True,2024-03-23
SAMPCALLHCP0011703,CALLHCP0011703,HCP001170,PRD001,3,True,2024-03-01
SAMPCALLHCP0011705,CALLHCP0011705,HCP001170,PRD001,1,True,2024-02-09
SAMPCALLHCP0000633,CALLHCP0000633,HCP000063,PRD001,3,True,2024-03-08
SAMPCALLHCP0019423,CALLHCP0019423,HCP001942,PRD001,2,True,2024-03-21
SAMPCALLHCP0007052,CALLHCP0007052,HCP000705,PRD001,1,True,2024-02-28
SAMPCALLHCP0007053,CALLHCP0007053,HCP000705,PRD001,1,True,2024-02-01
SAMPCALLHCP0003803,CALLHCP0003803,HCP000380,PRD001,3,True,2024-01-04
SAMPCALLHCP0003805,CALLHCP0003805,HCP000380,PRD001,3,True,2024-01-19
SAMPCALLHCP0003806,CALLHCP0003806,HCP000380,PRD001,1,True,2024-01-05
SAMPCALLHCP0007391,CALLHCP0007391,HCP000739,PRD001,1,True,2024-02-13
SAMPCALLHCP0016974,CALLHCP0016974,HCP001697,PRD001,1,True,2024-02-27
SAMPCALLHCP0016975,CALLHCP0016975,HCP001697,PRD001,3,True,2024-02-09
SAMPCALLHCP0002760,CALLHCP0002760,HCP000276,PRD001,2,True,2024-02-09
SAMPCALLHCP0005620,CALLHCP0005620,HCP000562,PRD001,2,True,2024-03-18
SAMPCALLHCP0005622,CALLHCP0005622,HCP000562,PRD001,1,True,2024-03-05
SAMPCALLHCP0010396,CALLHCP0010396,HCP001039,PRD001,3,True,2024-02-26
SAMPCALLHCP0000210,CALLHCP0000210,HCP000021,PRD001,1,True,2024-03-09
SAMPCALLHCP0018372,CALLHCP0018372,HCP001837,PRD001,3,True,2024-03-18
SAMPCALLHCP0011054,CALLHCP0011054,HCP001105,PRD001,3,True,2024-01-26
SAMPCALLHCP0011055,CALLHCP0011055,HCP001105,PRD001,2,True,2024-01-25
SAMPCALLHCP0010752,CALLHCP0010752,HCP001075,PRD001,1,True,2024-02-18
SAMPCALLHCP0010754,CALLHCP0010754,HCP001075,PRD001,1,True,2024-03-05
SAMPCALLHCP0016652,CALLHCP0016652,HCP001665,PRD001,1,True,2024-02-03
SAMPCALLHCP0019280,CALLHCP0019280,HCP001928,PRD001,3,True,2024-02-07
SAMPCALLHCP0019281,CALLHCP0019281,HCP001928,PRD001,3,True,2024-03-18
SAMPCALLHCP0007903,CALLHCP0007903,HCP000790,PRD001,1,True,2024-02-16
SAMPCALLHCP0007904,CALLHCP0007904,HCP000790,PRD001,3,True,2024-02-17
SAMPCALLHCP0007906,CALLHCP0007906,HCP000790,PRD001,1,True,2024-02-17
SAMPCALLHCP0012092,CALLHCP0012092,HCP001209,PRD001,1,True,2024-01-08
SAMPCALLHCP0003251,CALLHCP0003251,HCP000325,PRD001,1,True,2024-02-24
SAMPCALLHCPFF000044,CALLHCPFF000044,HCPFF00004,PRD001,1,True,2024-02-15
SAMPCALLHCP0010003,CALLHCP0010003,HCP001000,PRD001,2,True,2024-02-17
SAMPCALLHCP0010004,CALLHCP0010004,HCP001000,PRD001,2,True,2024-02-10
SAMPCALLHCP0000120,CALLHCP0000120,HCP000012,PRD001,2,True,2024-01-08
SAMPCALLHCP0001220,CALLHCP0001220,HCP000122,PRD001,1,True,2024-02-09
SAMPCALLHCP0001221,CALLHCP0001221,HCP000122,PRD001,1,True,2024-03-21
SAMPCALLHCP0001222,CALLHCP0001222,HCP000122,PRD001,3,True,2024-02-20
SAMPCALLHCP0001225,CALLHCP0001225,HCP000122,PRD001,3,True,2024-03-17
SAMPCALLHCP0018061,CALLHCP0018061,HCP001806,PRD001,2,True,2024-01-28
SAMPCALLHCP0018062,CALLHCP0018062,HCP001806,PRD001,3,True,2024-03-09
SAMPCALLHCP0008440,CALLHCP0008440,HCP000844,PRD001,3,True,2024-02-14
SAMPCALLHCP0008441,CALLHCP0008441,HCP000844,PRD001,1,True,2024-01-20
SAMPCALLHCP0008442,CALLHCP0008442,HCP000844,PRD001,3,True,2024-02-19
SAMPCALLHCP0002290,CALLHCP0002290,HCP000229,PRD001,2,True,2024-01-05
SAMPCALLHCP0002293,CALLHCP0002293,HCP000229,PRD001,3,True,2024-03-10
SAMPCALLHCP0002295,CALLHCP0002295,HCP000229,PRD001,2,True,2024-03-14
SAMPCALLHCP0012143,CALLHCP0012143,HCP001214,PRD001,1,True,2024-01-20
SAMPCALLHCP0005660,CALLHCP0005660,HCP000566,PRD001,2,True,2024-03-07
SAMPCALLHCP0005662,CALLHCP0005662,HCP000566,PRD001,2,True,2024-01-30
SAMPCALLHCP0005666,CALLHCP0005666,HCP000566,PRD001,3,True,2024-01-27
SAMPCALLHCP0014621,CALLHCP0014621,HCP001462,PRD001,3,True,2024-01-01
SAMPCALLHCP0007760,CALLHCP0007760,HCP000776,PRD001,2,True,2024-02-16
SAMPCALLHCP0007763,CALLHCP0007763,HCP000776,PRD001,3,True,2024-02-02
SAMPCALLHCP0009962,CALLHCP0009962,HCP000996,PRD001,3,True,2024-01-08
SAMPCALLHCP0010231,CALLHCP0010231,HCP001023,PRD001,1,True,2024-02-21
SAMPCALLHCP0010821,CALLHCP0010821,HCP001082,PRD001,3,True,2024-01-24
SAMPCALLHCP0010823,CALLHCP0010823,HCP001082,PRD001,1,True,2024-01-06
SAMPCALLHCP0012751,CALLHCP0012751,HCP001275,PRD001,1,True,2024-02-07
SAMPCALLHCP0013741,CALLHCP0013741,HCP001374,PRD001,2,True,2024-02-12
SAMPCALLHCP0013083,CALLHCP0013083,HCP001308,PRD001,2,True,2024-03-20
SAMPCALLHCP0014041,CALLHCP0014041,HCP001404,PRD001,3,True,2024-02-01
SAMPCALLHCP0014042,CALLHCP0014042,HCP001404,PRD001,3,True,2024-02-03
SAMPCALLHCP0008962,CALLHCP0008962,HCP000896,PRD001,2,True,2024-03-20
SAMPCALLHCP0013070,CALLHCP0013070,HCP001307,PRD001,2,True,2024-01-20
SAMPCALLHCP0019292,CALLHCP0019292,HCP001929,PRD001,3,True,2024-03-13
SAMPCALLHCP0012192,CALLHCP0012192,HCP001219,PRD001,1,True,2024-02-04
SAMPCALLHCP0013610,CALLHCP0013610,HCP001361,PRD001,1,True,2024-03-05
SAMPCALLHCP0013612,CALLHCP0013612,HCP001361,PRD001,3,True,2024-03-09
SAMPCALLHCP0013572,CALLHCP0013572,HCP001357,PRD001,3,True,2024-03-10
SAMPCALLHCP0012180,CALLHCP0012180,HCP001218,PRD001,3,True,2024-02-09
SAMPCALLHCP0007492,CALLHCP0007492,HCP000749,PRD001,1,True,2024-03-10
SAMPCALLHCP0007160,CALLHCP0007160,HCP000716,PRD001,1,True,2024-02-09
SAMPCALLHCP0011990,CALLHCP0011990,HCP001199,PRD001,1,True,2024-02-12
SAMPCALLHCP0006422,CALLHCP0006422,HCP000642,PRD001,1,True,2024-03-05
SAMPCALLHCP0004641,CALLHCP0004641,HCP000464,PRD001,2,True,2024-02-04
SAMPCALLHCP0010903,CALLHCP0010903,HCP001090,PRD001,3,True,2024-02-24
SAMPCALLHCP0010904,CALLHCP0010904,HCP001090,PRD001,2,True,2024-02-20
SAMPCALLHCP0017834,CALLHCP0017834,HCP001783,PRD001,1,True,2024-01-26
