prescriber_id,entity_id_truth,period_end_date,product_id
RXD000248,HCP000248,2024-01-05,PRD002
RXD000248,HCP000248,2024-01-05,PRD003
RXD000248,HCP000248,2024-01-05,PRD005
RXD000248,HCP000248,2024-01-05,PRD007
RXD000248,HCP000248,2024-01-19,PRD002
RXD000248,HCP000248,2024-01-19,PRD003
RXD000248,HCP000248,2024-01-19,PRD005
RXD000248,HCP000248,2024-01-19,PRD007
RXD000248,HCP000248,2024-02-02,PRD001
RXD000248,HCP000248,2024-02-02,PRD002
RXD000248,HCP000248,2024-02-02,PRD003
RXD000248,HCP000248,2024-02-02,PRD005
RXD000248,HCP000248,2024-02-02,PRD007
RXD000248,HCP000248,2024-02-16,PRD001
RXD000248,HCP000248,2024-02-16,PRD002
RXD000248,HCP000248,2024-02-16,PRD003
RXD000248,HCP000248,2024-02-16,PRD005
RXD000248,HCP000248,2024-02-16,PRD007
RXD000248,HCP000248,2024-03-01,PRD001
RXD000248,HCP000248,2024-03-01,PRD002
RXD000248,HCP000248,2024-03-01,PRD003
RXD000248,HCP000248,2024-03-01,PRD005
RXD000248,HCP000248,2024-03-01,PRD007
RXD000248,HCP000248,2024-03-15,PRD001
RXD000248,HCP000248,2024-03-15,PRD002
RXD000248,HCP000248,2024-03-15,PRD003
RXD000248,HCP000248,2024-03-15,PRD005
UNK639206,HCP000248,2024-03-15,PRD007
RXD000248,HCP000248,2024-03-29,PRD001
RXD000248,HCP000248,2024-03-29,PRD002
RXD000248,HCP000248,2024-03-29,PRD003
RXD000248,HCP000248,2024-03-29,PRD005
RXD000248,HCP000248,2024-03-29,PRD007
RXD000252,HCP000252,2024-01-05,PRD002
RXD000252,HCP000252,2024-01-19,PRD002
RXD000252,HCP000252,2024-02-02,PRD001
RXD000252,HCP000252,2024-02-02,PRD002
RXD000252,HCP000252,2024-02-16,PRD001
RXD000252,HCP000252,2024-02-16,PRD002
RXD000252,HCP000252,2024-03-01,PRD001
UNK045551,HCP000252,2024-03-01,PRD002
RXD000252,HCP000252,2024-03-15,PRD001
RXD000252,HCP000252,2024-03-15,PRD002
RXD000252,HCP000252,2024-03-29,PRD001
RXD000252,HCP000252,2024-03-29,PRD002
RXD000254,HCP000254,2024-01-05,PRD003
RXD000254,HCP000254,2024-01-05,PRD004
RXD000254,HCP000254,2024-01-05,PRD005
RXD000254,HCP000254,2024-01-05,PRD007
RXD000254,HCP000254,2024-01-19,PRD001
RXD000254,HCP000254,2024-01-19,PRD003
RXD000254,HCP000254,2024-01-19,PRD004
UNK980521,HCP000254,2024-01-19,PRD005
RXD000254,HCP000254,2024-01-19,PRD007
RXD000254,HCP000254,2024-02-02,PRD001
RXD000254,HCP000254,2024-02-02,PRD003
RXD000254,HCP000254,2024-02-02,PRD004
RXD000254,HCP000254,2024-02-02,PRD005
RXD000254,HCP000254,2024-02-02,PRD007
RXD000254,HCP000254,2024-02-16,PRD001
RXD000254,HCP000254,2024-02-16,PRD003
RXD000254,HCP000254,2024-02-16,PRD004
RXD000254,HCP000254,2024-02-16,PRD005
UNK103849,HCP000254,2024-02-16,PRD007
RXD000254,HCP000254,2024-03-01,PRD001
RXD000254,HCP000254,2024-03-01,PRD003
RXD000254,HCP000254,2024-03-01,PRD004
RXD000254,HCP000254,2024-03-01,PRD005
RXD000254,HCP000254,2024-03-01,PRD007
RXD000254,HCP000254,2024-03-15,PRD001
RXD000254,HCP000254,2024-03-15,PRD003
RXD000254,HCP000254,2024-03-15,PRD004
RXD000254,HCP000254,2024-03-15,PRD005
RXD000254,HCP000254,2024-03-15,PRD007
RXD000254,HCP000254,2024-03-29,PRD001
RXD000254,HCP000254,2024-03-29,PRD003
RXD000254,HCP000254,2024-03-29,PRD004
RXD000254,HCP000254,2024-03-29,PRD005
RXD000254,HCP000254,2024-03-29,PRD007
RXD000261,HCP000261,2024-01-05,PRD003
UNK138319,HCP000261,2024-01-05,PRD004
RXD000261,HCP000261,2024-01-05,PRD005
RXD000261,HCP000261,2024-01-05,PRD007
RXD000261,HCP000261,2024-01-19,PRD001
RXD000261,HCP000261,2024-01-19,PRD003
UNK189219,HCP000261,2024-01-19,PRD004
RXD000261,HCP000261,2024-01-19,PRD005
RXD000261,HCP000261,2024-01-19,PRD007
UNK101833,HCP000261,2024-02-02,PRD001
RXD000261,HCP000261,2024-02-02,PRD003
RXD000261,HCP000261,2024-02-02,PRD004
RXD000261,HCP000261,2024-02-02,PRD005
RXD000261,HCP000261,2024-02-02,PRD007
RXD000261,HCP000261,2024-02-16,PRD001
RXD000261,HCP000261,2024-02-16,PRD003
RXD000261,HCP000261,2024-02-16,PRD004
RXD000261,HCP000261,2024-02-16,PRD005
RXD000261,HCP000261,2024-02-16,PRD007
RXD000261,HCP000261,2024-03-01,PRD001
UNK072828,HCP000261,2024-03-01,PRD003
RXD000261,HCP000261,2024-03-01,PRD004
RXD000261,HCP000261,2024-03-01,PRD005
RXD000261,HCP000261,2024-03-01,PRD007
RXD000261,HCP000261,2024-03-15,PRD001
RXD000261,HCP000261,2024-03-15,PRD003
RXD000261,HCP000261,2024-03-15,PRD004
RXD000261,HCP000261,2024-03-15,PRD005
RXD000261,HCP000261,2024-03-15,PRD007
RXD000261,HCP000261,2024-03-29,PRD001
RXD000261,HCP000261,2024-03-29,PRD003
RXD000261,HCP000261,2024-03-29,PRD004
RXD000261,HCP000261,2024-03-29,PRD005
RXD000261,HCP000261,2024-03-29,PRD007
RXD000268,HCP000268,2024-01-05,PRD001
RXD000268,HCP000268,2024-01-05,PRD002
RXD000268,HCP000268,2024-01-05,PRD003
RXD000268,HCP000268,2024-01-05,PRD004
RXD000268,HCP000268,2024-01-05,PRD005
RXD000268,HCP000268,2024-01-05,PRD007
RXD000268,HCP000268,2024-01-19,PRD001
RXD000268,HCP000268,2024-01-19,PRD002
RXD000268,HCP000268,2024-01-19,PRD003
RXD000268,HCP000268,2024-01-19,PRD004
UNK655617,HCP000268,2024-01-19,PRD005
RXD000268,HCP000268,2024-01-19,PRD007
RXD000268,HCP000268,2024-02-02,PRD001
RXD000268,HCP000268,2024-02-02,PRD002
RXD000268,HCP000268,2024-02-02,PRD003
RXD000268,HCP000268,2024-02-02,PRD004
RXD000268,HCP000268,2024-02-02,PRD005
UNK605042,HCP000268,2024-02-02,PRD007
RXD000268,HCP000268,2024-02-16,PRD001
RXD000268,HCP000268,2024-02-16,PRD002
RXD000268,HCP000268,2024-02-16,PRD003
UNK556814,HCP000268,2024-02-16,PRD004
RXD000268,HCP000268,2024-02-16,PRD005
RXD000268,HCP000268,2024-02-16,PRD007
RXD000268,HCP000268,2024-03-01,PRD001
RXD000268,HCP000268,2024-03-01,PRD002
RXD000268,HCP000268,2024-03-01,PRD003
RXD000268,HCP000268,2024-03-01,PRD004
RXD000268,HCP000268,2024-03-01,PRD005
RXD000268,HCP000268,2024-03-01,PRD007
RXD000268,HCP000268,2024-03-15,PRD001
RXD000268,HCP000268,2024-03-15,PRD002
RXD000268,HCP000268,2024-03-15,PRD003
RXD000268,HCP000268,2024-03-15,PRD004
RXD000268,HCP000268,2024-03-15,PRD005
RXD000268,HCP000268,2024-03-15,PRD007
RXD000268,HCP000268,2024-03-29,PRD001
RXD000268,HCP000268,2024-03-29,PRD002
RXD000268,HCP000268,2024-03-29,PRD003
RXD000268,HCP000268,2024-03-29,PRD004
RXD000268,HCP000268,2024-03-29,PRD005
RXD000268,HCP000268,2024-03-29,PRD007
UNK475203,HCP000269,2024-01-05,PRD002
RXD000269,HCP000269,2024-01-05,PRD003
RXD000269,HCP000269,2024-01-05,PRD005
RXD000269,HCP000269,2024-01-05,PRD007
RXD000269,HCP000269,2024-01-19,PRD002
RXD000269,HCP000269,2024-01-19,PRD003
RXD000269,HCP000269,2024-01-19,PRD005
RXD000269,HCP000269,2024-01-19,PRD007
RXD000269,HCP000269,2024-02-02,PRD001
RXD000269,HCP000269,2024-02-02,PRD002
RXD000269,HCP000269,2024-02-02,PRD003
RXD000269,HCP000269,2024-02-02,PRD005
RXD000269,HCP000269,2024-02-02,PRD007
RXD000269,HCP000269,2024-02-16,PRD001
UNK636485,HCP000269,2024-02-16,PRD002
RXD000269,HCP000269,2024-02-16,PRD003
RXD000269,HCP000269,2024-02-16,PRD005
RXD000269,HCP000269,2024-02-16,PRD007
RXD000269,HCP000269,2024-03-01,PRD001
RXD000269,HCP000269,2024-03-01,PRD002
RXD000269,HCP000269,2024-03-01,PRD003
UNK102177,HCP000269,2024-03-01,PRD005
RXD000269,HCP000269,2024-03-01,PRD007
RXD000269,HCP000269,2024-03-15,PRD001
RXD000269,HCP000269,2024-03-15,PRD002
RXD000269,HCP000269,2024-03-15,PRD003
RXD000269,HCP000269,2024-03-15,PRD005
RXD000269,HCP000269,2024-03-15,PRD007
UNK255220,HCP000269,2024-03-29,PRD001
RXD000269,HCP000269,2024-03-29,PRD002
RXD000269,HCP000269,2024-03-29,PRD003
RXD000269,HCP000269,2024-03-29,PRD005
RXD000269,HCP000269,2024-03-29,PRD007
RXD000271,HCP000271,2024-01-05,PRD001
RXD000271,HCP000271,2024-01-05,PRD002
RXD000271,HCP000271,2024-01-05,PRD003
RXD000271,HCP000271,2024-01-05,PRD004
RXD000271,HCP000271,2024-01-05,PRD005
RXD000271,HCP000271,2024-01-05,PRD007
RXD000271,HCP000271,2024-01-19,PRD001
RXD000271,HCP000271,2024-01-19,PRD002
RXD000271,HCP000271,2024-01-19,PRD003
RXD000271,HCP000271,2024-01-19,PRD004
RXD000271,HCP000271,2024-01-19,PRD005
RXD000271,HCP000271,2024-01-19,PRD007
RXD000271,HCP000271,2024-02-02,PRD001
RXD000271,HCP000271,2024-02-02,PRD002
RXD000271,HCP000271,2024-02-02,PRD003
UNK848195,HCP000271,2024-02-02,PRD004
RXD000271,HCP000271,2024-02-02,PRD005
RXD000271,HCP000271,2024-02-02,PRD007
UNK056993,HCP000271,2024-02-16,PRD001
RXD000271,HCP000271,2024-02-16,PRD002
RXD000271,HCP000271,2024-02-16,PRD003
RXD000271,HCP000271,2024-02-16,PRD004
RXD000271,HCP000271,2024-02-16,PRD005
RXD000271,HCP000271,2024-02-16,PRD007
RXD000271,HCP000271,2024-03-01,PRD001
RXD000271,HCP000271,2024-03-01,PRD002
RXD000271,HCP000271,2024-03-01,PRD003
RXD000271,HCP000271,2024-03-01,PRD004
RXD000271,HCP000271,2024-03-01,PRD005
RXD000271,HCP000271,2024-03-01,PRD007
RXD000271,HCP000271,2024-03-15,PRD001
RXD000271,HCP000271,2024-03-15,PRD002
RXD000271,HCP000271,2024-03-15,PRD003
RXD000271,HCP000271,2024-03-15,PRD004
RXD000271,HCP000271,2024-03-15,PRD005
RXD000271,HCP000271,2024-03-15,PRD007
RXD000271,HCP000271,2024-03-29,PRD001
RXD000271,HCP000271,2024-03-29,PRD002
RXD000271,HCP000271,2024-03-29,PRD003
RXD000271,HCP000271,2024-03-29,PRD004
RXD000271,HCP000271,2024-03-29,PRD005
RXD000271,HCP000271,2024-03-29,PRD007
RXD000274,HCP000274,2024-01-05,PRD002
RXD000274,HCP000274,2024-01-05,PRD003
RXD000274,HCP000274,2024-01-05,PRD004
RXD000274,HCP000274,2024-01-05,PRD005
RXD000274,HCP000274,2024-01-19,PRD002
RXD000274,HCP000274,2024-01-19,PRD003
RXD000274,HCP000274,2024-01-19,PRD004
UNK127221,HCP000274,2024-01-19,PRD005
RXD000274,HCP000274,2024-02-02,PRD002
RXD000274,HCP000274,2024-02-02,PRD003
RXD000274,HCP000274,2024-02-02,PRD004
RXD000274,HCP000274,2024-02-02,PRD005
RXD000274,HCP000274,2024-02-02,PRD007
RXD000274,HCP000274,2024-02-16,PRD002
RXD000274,HCP000274,2024-02-16,PRD003
RXD000274,HCP000274,2024-02-16,PRD004
RXD000274,HCP000274,2024-02-16,PRD005
RXD000274,HCP000274,2024-02-16,PRD007
RXD000274,HCP000274,2024-03-01,PRD002
RXD000274,HCP000274,2024-03-01,PRD003
RXD000274,HCP000274,2024-03-01,PRD004
RXD000274,HCP000274,2024-03-01,PRD005
RXD000274,HCP000274,2024-03-01,PRD007
RXD000274,HCP000274,2024-03-15,PRD002
RXD000274,HCP000274,2024-03-15,PRD003
RXD000274,HCP000274,2024-03-15,PRD004
RXD000274,HCP000274,2024-03-15,PRD005
RXD000274,HCP000274,2024-03-15,PRD007
RXD000274,HCP000274,2024-03-29,PRD002
RXD000274,HCP000274,2024-03-29,PRD003
RXD000274,HCP000274,2024-03-29,PRD004
UNK306743,HCP000274,2024-03-29,PRD005
RXD000274,HCP000274,2024-03-29,PRD007
RXD000275,HCP000275,2024-01-05,PRD001
RXD000275,HCP000275,2024-01-05,PRD005
RXD000275,HCP000275,2024-01-05,PRD007
RXD000275,HCP000275,2024-01-19,PRD001
RXD000275,HCP000275,2024-01-19,PRD005
RXD000275,HCP000275,2024-01-19,PRD007
RXD000275,HCP000275,2024-02-02,PRD001
RXD000275,HCP000275,2024-02-02,PRD005
RXD000275,HCP000275,2024-02-02,PRD007
RXD000275,HCP000275,2024-02-16,PRD001
RXD000275,HCP000275,2024-02-16,PRD005
RXD000275,HCP000275,2024-02-16,PRD007
RXD000275,HCP000275,2024-03-01,PRD001
RXD000275,HCP000275,2024-03-01,PRD005
RXD000275,HCP000275,2024-03-01,PRD007
RXD000275,HCP000275,2024-03-15,PRD001
RXD000275,HCP000275,2024-03-15,PRD005
RXD000275,HCP000275,2024-03-15,PRD007
RXD000275,HCP000275,2024-03-29,PRD001
RXD000275,HCP000275,2024-03-29,PRD005
UNK080719,HCP000275,2024-03-29,PRD007
RXD000280,HCP000280,2024-01-05,PRD001
UNK603478,HCP000280,2024-01-05,PRD002
RXD000280,HCP000280,2024-01-05,PRD003
RXD000280,HCP000280,2024-01-05,PRD005
RXD000280,HCP000280,2024-01-05,PRD007
RXD000280,HCP000280,2024-01-19,PRD001
RXD000280,HCP000280,2024-01-19,PRD002
RXD000280,HCP000280,2024-01-19,PRD003
RXD000280,HCP000280,2024-01-19,PRD005
RXD000280,HCP000280,2024-01-19,PRD007
RXD000280,HCP000280,2024-02-02,PRD001
RXD000280,HCP000280,2024-02-02,PRD002
RXD000280,HCP000280,2024-02-02,PRD003
RXD000280,HCP000280,2024-02-02,PRD005
RXD000280,HCP000280,2024-02-02,PRD007
RXD000280,HCP000280,2024-02-16,PRD001
RXD000280,HCP000280,2024-02-16,PRD002
RXD000280,HCP000280,2024-02-16,PRD003
RXD000280,HCP000280,2024-02-16,PRD005
RXD000280,HCP000280,2024-02-16,PRD007
RXD000280,HCP000280,2024-03-01,PRD001
RXD000280,HCP000280,2024-03-01,PRD002
RXD000280,HCP000280,2024-03-01,PRD003
RXD000280,HCP000280,2024-03-01,PRD005
RXD000280,HCP000280,2024-03-01,PRD007
RXD000280,HCP000280,2024-03-15,PRD001
RXD000280,HCP000280,2024-03-15,PRD002
RXD000280,HCP000280,2024-03-15,PRD003
UNK450287,HCP000280,2024-03-15,PRD005
UNK853373,HCP000280,2024-03-15,PRD007
RXD000280,HCP000280,2024-03-29,PRD001
RXD000280,HCP000280,2024-03-29,PRD002
RXD000280,HCP000280,2024-03-29,PRD003
RXD000280,HCP000280,2024-03-29,PRD005
RXD000280,HCP000280,2024-03-29,PRD007
RXD000283,HCP000283,2024-01-05,PRD001
RXD000283,HCP000283,2024-01-05,PRD002
RXD000283,HCP000283,2024-01-05,PRD003
RXD000283,HCP000283,2024-01-05,PRD004
RXD000283,HCP000283,2024-01-05,PRD005
RXD000283,HCP000283,2024-01-05,PRD007
RXD000283,HCP000283,2024-01-19,PRD001
RXD000283,HCP000283,2024-01-19,PRD002
RXD000283,HCP000283,2024-01-19,PRD003
RXD000283,HCP000283,2024-01-19,PRD004
RXD000283,HCP000283,2024-01-19,PRD005
RXD000283,HCP000283,2024-01-19,PRD007
RXD000283,HCP000283,2024-02-02,PRD001
RXD000283,HCP000283,2024-02-02,PRD002
RXD000283,HCP000283,2024-02-02,PRD003
RXD000283,HCP000283,2024-02-02,PRD004
RXD000283,HCP000283,2024-02-02,PRD005
RXD000283,HCP000283,2024-02-02,PRD007
RXD000283,HCP000283,2024-02-16,PRD001
RXD000283,HCP000283,2024-02-16,PRD002
RXD000283,HCP000283,2024-02-16,PRD003
RXD000283,HCP000283,2024-02-16,PRD004
RXD000283,HCP000283,2024-02-16,PRD005
RXD000283,HCP000283,2024-02-16,PRD007
RXD000283,HCP000283,2024-03-01,PRD001
RXD000283,HCP000283,2024-03-01,PRD002
UNK336755,HCP000283,2024-03-01,PRD003
RXD000283,HCP000283,2024-03-01,PRD004
UNK472471,HCP000283,2024-03-01,PRD005
RXD000283,HCP000283,2024-03-01,PRD007
RXD000283,HCP000283,2024-03-15,PRD001
RXD000283,HCP000283,2024-03-15,PRD002
RXD000283,HCP000283,2024-03-15,PRD003
RXD000283,HCP000283,2024-03-15,PRD004
RXD000283,HCP000283,2024-03-15,PRD005
RXD000283,HCP000283,2024-03-15,PRD007
RXD000283,HCP000283,2024-03-29,PRD001
RXD000283,HCP000283,2024-03-29,PRD002
RXD000283,HCP000283,2024-03-29,PRD003
RXD000283,HCP000283,2024-03-29,PRD004
RXD000283,HCP000283,2024-03-29,PRD005
RXD000283,HCP000283,2024-03-29,PRD007
RXD000291,HCP000291,2024-01-05,PRD001
RXD000291,HCP000291,2024-01-05,PRD002
RXD000291,HCP000291,2024-01-05,PRD003
RXD000291,HCP000291,2024-01-05,PRD004
RXD000291,HCP000291,2024-01-05,PRD005
RXD000291,HCP000291,2024-01-05,PRD007
RXD000291,HCP000291,2024-01-19,PRD001
RXD000291,HCP000291,2024-01-19,PRD002
RXD000291,HCP000291,2024-01-19,PRD003
RXD000291,HCP000291,2024-01-19,PRD004
RXD000291,HCP000291,2024-01-19,PRD005
RXD000291,HCP000291,2024-01-19,PRD007
RXD000291,HCP000291,2024-02-02,PRD001
RXD000291,HCP000291,2024-02-02,PRD002
RXD000291,HCP000291,2024-02-02,PRD003
RXD000291,HCP000291,2024-02-02,PRD004
RXD000291,HCP000291,2024-02-02,PRD005
RXD000291,HCP000291,2024-02-02,PRD007
RXD000291,HCP000291,2024-02-16,PRD001
RXD000291,HCP000291,2024-02-16,PRD002
UNK906705,HCP000291,2024-02-16,PRD003
RXD000291,HCP000291,2024-02-16,PRD004
RXD000291,HCP000291,2024-02-16,PRD005
RXD000291,HCP000291,2024-02-16,PRD007
RXD000291,HCP000291,2024-03-01,PRD001
RXD000291,HCP000291,2024-03-01,PRD002
RXD000291,HCP000291,2024-03-01,PRD003
RXD000291,HCP000291,2024-03-01,PRD004
RXD000291,HCP000291,2024-03-01,PRD005
RXD000291,HCP000291,2024-03-01,PRD007
RXD000291,HCP000291,2024-03-15,PRD001
RXD000291,HCP000291,2024-03-15,PRD002
RXD000291,HCP000291,2024-03-15,PRD003
RXD000291,HCP000291,2024-03-15,PRD004
RXD000291,HCP000291,2024-03-15,PRD005
RXD000291,HCP000291,2024-03-15,PRD007
RXD000291,HCP000291,2024-03-29,PRD001
RXD000291,HCP000291,2024-03-29,PRD002
UNK005725,HCP000291,2024-03-29,PRD003
RXD000291,HCP000291,2024-03-29,PRD004
RXD000291,HCP000291,2024-03-29,PRD005
RXD000291,HCP000291,2024-03-29,PRD007
RXD000296,HCP000296,2024-01-05,PRD001
RXD000296,HCP000296,2024-01-05,PRD002
RXD000296,HCP000296,2024-01-05,PRD003
RXD000296,HCP000296,2024-01-05,PRD004
UNK128342,HCP000296,2024-01-05,PRD005
RXD000296,HCP000296,2024-01-19,PRD001
RXD000296,HCP000296,2024-01-19,PRD002
RXD000296,HCP000296,2024-01-19,PRD003
RXD000296,HCP000296,2024-01-19,PRD004
RXD000296,HCP000296,2024-01-19,PRD005
RXD000296,HCP000296,2024-02-02,PRD001
RXD000296,HCP000296,2024-02-02,PRD002
RXD000296,HCP000296,2024-02-02,PRD003
RXD000296,HCP000296,2024-02-02,PRD004
RXD000296,HCP000296,2024-02-02,PRD005
RXD000296,HCP000296,2024-02-16,PRD001
RXD000296,HCP000296,2024-02-16,PRD002
RXD000296,HCP000296,2024-02-16,PRD003
RXD000296,HCP000296,2024-02-16,PRD004
RXD000296,HCP000296,2024-02-16,PRD005
RXD000296,HCP000296,2024-03-01,PRD001
RXD000296,HCP000296,2024-03-01,PRD002
RXD000296,HCP000296,2024-03-01,PRD003
RXD000296,HCP000296,2024-03-01,PRD004
RXD000296,HCP000296,2024-03-01,PRD005
RXD000296,HCP000296,2024-03-15,PRD001
RXD000296,HCP000296,2024-03-15,PRD002
RXD000296,HCP000296,2024-03-15,PRD003
RXD000296,HCP000296,2024-03-15,PRD004
RXD000296,HCP000296,2024-03-15,PRD005
RXD000296,HCP000296,2024-03-29,PRD001
RXD000296,HCP000296,2024-03-29,PRD002
RXD000296,HCP000296,2024-03-29,PRD003
RXD000296,HCP000296,2024-03-29,PRD004
RXD000296,HCP000296,2024-03-29,PRD005
RXD000297,HCP000297,2024-01-05,PRD002
RXD000297,HCP000297,2024-01-05,PRD003
RXD000297,HCP000297,2024-01-05,PRD004
UNK221923,HCP000297,2024-01-05,PRD005
RXD000297,HCP000297,2024-01-05,PRD007
RXD000297,HCP000297,2024-01-19,PRD002
RXD000297,HCP000297,2024-01-19,PRD003
UNK104770,HCP000297,2024-01-19,PRD004
RXD000297,HCP000297,2024-01-19,PRD005
RXD000297,HCP000297,2024-01-19,PRD007
RXD000297,HCP000297,2024-02-02,PRD002
RXD000297,HCP000297,2024-02-02,PRD003
RXD000297,HCP000297,2024-02-02,PRD004
RXD000297,HCP000297,2024-02-02,PRD005
UNK204260,HCP000297,2024-02-02,PRD007
RXD000297,HCP000297,2024-02-16,PRD002
RXD000297,HCP000297,2024-02-16,PRD003
RXD000297,HCP000297,2024-02-16,PRD004
RXD000297,HCP000297,2024-02-16,PRD005
RXD000297,HCP000297,2024-02-16,PRD007
RXD000297,HCP000297,2024-03-01,PRD002
RXD000297,HCP000297,2024-03-01,PRD003
RXD000297,HCP000297,2024-03-01,PRD004
RXD000297,HCP000297,2024-03-01,PRD005
RXD000297,HCP000297,2024-03-01,PRD007
UNK260653,HCP000297,2024-03-15,PRD002
RXD000297,HCP000297,2024-03-15,PRD003
RXD000297,HCP000297,2024-03-15,PRD004
RXD000297,HCP000297,2024-03-15,PRD005
RXD000297,HCP000297,2024-03-15,PRD007
RXD000297,HCP000297,2024-03-29,PRD002
RXD000297,HCP000297,2024-03-29,PRD003
UNK216458,HCP000297,2024-03-29,PRD004
RXD000297,HCP000297,2024-03-29,PRD005
RXD000297,HCP000297,2024-03-29,PRD007
RXD000302,HCP000302,2024-01-05,PRD002
RXD000302,HCP000302,2024-01-19,PRD002
RXD000302,HCP000302,2024-02-02,PRD002
RXD000302,HCP000302,2024-02-16,PRD002
RXD000302,HCP000302,2024-03-01,PRD002
RXD000302,HCP000302,2024-03-15,PRD002
UNK849716,HCP000302,2024-03-29,PRD002
UNK000311,HCP000306,2024-01-05,PRD001
RXD000306,HCP000306,2024-01-05,PRD002
RXD000306,HCP000306,2024-01-05,PRD003
RXD000306,HCP000306,2024-01-05,PRD004
RXD000306,HCP000306,2024-01-05,PRD005
RXD000306,HCP000306,2024-01-05,PRD007
RXD000306,HCP000306,2024-01-19,PRD001
RXD000306,HCP000306,2024-01-19,PRD002
RXD000306,HCP000306,2024-01-19,PRD003
RXD000306,HCP000306,2024-01-19,PRD004
RXD000306,HCP000306,2024-01-19,PRD005
RXD000306,HCP000306,2024-01-19,PRD007
RXD000306,HCP000306,2024-02-02,PRD001
RXD000306,HCP000306,2024-02-02,PRD002
RXD000306,HCP000306,2024-02-02,PRD003
RXD000306,HCP000306,2024-02-02,PRD004
RXD000306,HCP000306,2024-02-02,PRD005
RXD000306,HCP000306,2024-02-02,PRD007
RXD000306,HCP000306,2024-02-16,PRD001
RXD000306,HCP000306,2024-02-16,PRD002
RXD000306,HCP000306,2024-02-16,PRD003
RXD000306,HCP000306,2024-02-16,PRD004
RXD000306,HCP000306,2024-02-16,PRD005
RXD000306,HCP000306,2024-02-16,PRD007
RXD000306,HCP000306,2024-03-01,PRD001
RXD000306,HCP000306,2024-03-01,PRD002
RXD000306,HCP000306,2024-03-01,PRD003
RXD000306,HCP000306,2024-03-01,PRD004
RXD000306,HCP000306,2024-03-01,PRD005
RXD000306,HCP000306,2024-03-01,PRD007
RXD000306,HCP000306,2024-03-15,PRD001
RXD000306,HCP000306,2024-03-15,PRD002
RXD000306,HCP000306,2024-03-15,PRD003
RXD000306,HCP000306,2024-03-15,PRD004
RXD000306,HCP000306,2024-03-15,PRD005
RXD000306,HCP000306,2024-03-15,PRD007
RXD000306,HCP000306,2024-03-29,PRD001
RXD000306,HCP000306,2024-03-29,PRD002
RXD000306,HCP000306,2024-03-29,PRD003
RXD000306,HCP000306,2024-03-29,PRD004
UNK048772,HCP000306,2024-03-29,PRD005
UNK098875,HCP000306,2024-03-29,PRD007
RXD000307,HCP000307,2024-01-05,PRD001
RXD000307,HCP000307,2024-01-05,PRD002
RXD000307,HCP000307,2024-01-05,PRD003
RXD000307,HCP000307,2024-01-05,PRD004
RXD000307,HCP000307,2024-01-05,PRD005
RXD000307,HCP000307,2024-01-05,PRD007
RXD000307,HCP000307,2024-01-19,PRD001
RXD000307,HCP000307,2024-01-19,PRD002
RXD000307,HCP000307,2024-01-19,PRD003
RXD000307,HCP000307,2024-01-19,PRD004
RXD000307,HCP000307,2024-01-19,PRD005
RXD000307,HCP000307,2024-01-19,PRD007
RXD000307,HCP000307,2024-02-02,PRD001
RXD000307,HCP000307,2024-02-02,PRD002
RXD000307,HCP000307,2024-02-02,PRD003
RXD000307,HCP000307,2024-02-02,PRD004
RXD000307,HCP000307,2024-02-02,PRD005
RXD000307,HCP000307,2024-02-02,PRD007
RXD000307,HCP000307,2024-02-16,PRD001
RXD000307,HCP000307,2024-02-16,PRD002
RXD000307,HCP000307,2024-02-16,PRD003
RXD000307,HCP000307,2024-02-16,PRD004
RXD000307,HCP000307,2024-02-16,PRD005
RXD000307,HCP000307,2024-02-16,PRD007
RXD000307,HCP000307,2024-03-01,PRD001
RXD000307,HCP000307,2024-03-01,PRD002
UNK624045,HCP000307,2024-03-01,PRD003
RXD000307,HCP000307,2024-03-01,PRD004
RXD000307,HCP000307,2024-03-01,PRD005
RXD000307,HCP000307,2024-03-01,PRD007
RXD000307,HCP000307,2024-03-15,PRD001
RXD000307,HCP000307,2024-03-15,PRD002
RXD000307,HCP000307,2024-03-15,PRD003
RXD000307,HCP000307,2024-03-15,PRD004
RXD000307,HCP000307,2024-03-15,PRD005
RXD000307,HCP000307,2024-03-15,PRD007
RXD000307,HCP000307,2024-03-29,PRD001
RXD000307,HCP000307,2024-03-29,PRD002
RXD000307,HCP000307,2024-03-29,PRD003
RXD000307,HCP000307,2024-03-29,PRD004
RXD000307,HCP000307,2024-03-29,PRD005
RXD000307,HCP000307,2024-03-29,PRD007
RXD000308,HCP000308,2024-01-05,PRD001
RXD000308,HCP000308,2024-01-05,PRD002
RXD000308,HCP000308,2024-01-05,PRD003
RXD000308,HCP000308,2024-01-05,PRD004
RXD000308,HCP000308,2024-01-05,PRD005
RXD000308,HCP000308,2024-01-05,PRD007
RXD000308,HCP000308,2024-01-19,PRD001
UNK474636,HCP000308,2024-01-19,PRD002
RXD000308,HCP000308,2024-01-19,PRD003
RXD000308,HCP000308,2024-01-19,PRD004
RXD000308,HCP000308,2024-01-19,PRD005
UNK399588,HCP000308,2024-01-19,PRD007
RXD000308,HCP000308,2024-02-02,PRD001
RXD000308,HCP000308,2024-02-02,PRD002
UNK878984,HCP000308,2024-02-02,PRD003
RXD000308,HCP000308,2024-02-02,PRD004
UNK838148,HCP000308,2024-02-02,PRD005
UNK065505,HCP000308,2024-02-02,PRD007
