entity_id,hco_id,is_primary,valid_from,valid_to
HCP000461,SITE00121,True,2024-01-01,9999-12-31
HCP000462,SITE00122,True,2024-01-01,9999-12-31
HCP000463,SITE00123,True,2024-01-01,9999-12-31
HCP000464,SITE00124,True,2024-01-01,9999-12-31
HCP000465,SITE00125,True,2024-01-01,9999-12-31
HCP000466,SITE00126,True,2024-01-01,9999-12-31
HCP000467,SITE00127,True,2024-01-01,9999-12-31
HCP000468,SITE00128,True,2024-01-01,9999-12-31
HCP000469,SITE00129,True,2024-01-01,9999-12-31
HCP000470,SITE00130,True,2024-01-01,9999-12-31
HCP000471,SITE00131,True,2024-01-01,9999-12-31
HCP000472,SITE00132,True,2024-01-01,9999-12-31
HCP000473,SITE00133,True,2024-01-01,9999-12-31
HCP000474,SITE00134,True,2024-01-01,9999-12-31
HCP000475,SITE00135,True,2024-01-01,9999-12-31
HCP000476,SITE00136,True,2024-01-01,9999-12-31
HCP000477,SITE00137,True,2024-01-01,9999-12-31
HCP000478,SITE00138,True,2024-01-01,9999-12-31
HCP000478,SITE00129,False,2024-01-01,9999-12-31
HCP000479,SITE00139,True,2024-01-01,9999-12-31
HCP000480,SITE00140,True,2024-01-01,9999-12-31
HCP000481,SITE00141,True,2024-01-01,9999-12-31
HCP000482,SITE00142,True,2024-01-01,9999-12-31
HCP000483,SITE00143,True,2024-01-01,9999-12-31
HCP000484,SITE00144,True,2024-01-01,9999-12-31
HCP000485,SITE00145,True,2024-01-01,9999-12-31
HCP000486,SITE00146,True,2024-01-01,9999-12-31
HCP000487,SITE00147,True,2024-01-01,9999-12-31
HCP000488,SITE00148,True,2024-01-01,9999-12-31
HCP000489,SITE00149,True,2024-01-01,9999-12-31
HCP000490,SITE00150,True,2024-01-01,9999-12-31
HCP000491,SITE00151,True,2024-01-01,9999-12-31
HCP000492,SITE00152,True,2024-01-01,9999-12-31
HCP000493,SITE00153,True,2024-01-01,9999-12-31
HCP000494,SITE00154,True,2024-01-01,9999-12-31
HCP000495,SITE00155,True,2024-01-01,9999-12-31
HCP000496,SITE00156,True,2024-01-01,9999-12-31
HCP000497,SITE00157,True,2024-01-01,9999-12-31
HCP000498,SITE00158,True,2024-01-01,9999-12-31
HCP000499,SITE00159,True,2024-01-01,9999-12-31
HCP000500,SITE00160,True,2024-01-01,9999-12-31
HCP000501,SITE00161,True,2024-01-01,9999-12-31
HCP000502,SITE00162,True,2024-01-01,9999-12-31
HCP000503,SITE00163,True,2024-01-01,9999-12-31
HCP000504,SITE00164,True,2024-01-01,9999-12-31
HCP000505,SITE00165,True,2024-01-01,9999-12-31
HCP000505,SITE00018,False,2024-01-01,9999-12-31
HCP000506,SITE00166,True,2024-01-01,9999-12-31
HCP000507,SITE00167,True,2024-01-01,9999-12-31
HCP000508,SITE00168,True,2024-01-01,9999-12-31
HCP000509,SITE00169,True,2024-01-01,9999-12-31
HCP000510,SITE00170,True,2024-01-01,9999-12-31
HCP000511,SITE00171,True,2024-01-01,9999-12-31
HCP000512,SITE00172,True,2024-01-01,9999-12-31
HCP000513,SITE00173,True,2024-01-01,9999-12-31
HCP000513,SITE00045,False,2024-01-01,9999-12-31
HCP000514,SITE00174,True,2024-01-01,9999-12-31
HCP000515,SITE00175,True,2024-01-01,9999-12-31
HCP000516,SITE00176,True,2024-01-01,9999-12-31
HCP000517,SITE00177,True,2024-01-01,9999-12-31
HCP000518,SITE00178,True,2024-01-01,9999-12-31
HCP000519,SITE00179,True,2024-01-01,9999-12-31
HCP000520,SITE00180,True,2024-01-01,9999-12-31
HCP000521,SITE00181,True,2024-01-01,9999-12-31
HCP000522,SITE00182,True,2024-01-01,9999-12-31
HCP000523,SITE00183,True,2024-01-01,9999-12-31
HCP000524,SITE00184,True,2024-01-01,9999-12-31
HCP000525,SITE00185,True,2024-01-01,9999-12-31
HCP000526,SITE00186,True,2024-01-01,9999-12-31
HCP000527,SITE00187,True,2024-01-01,9999-12-31
HCP000528,SITE00188,True,2024-01-01,9999-12-31
HCP000529,SITE00189,True,2024-01-01,9999-12-31
HCP000530,SITE00190,True,2024-01-01,9999-12-31
HCP000531,SITE00191,True,2024-01-01,9999-12-31
HCP000532,SITE00192,True,2024-01-01,9999-12-31
HCP000533,SITE00193,True,2024-01-01,9999-12-31
HCP000534,SITE00194,True,2024-01-01,9999-12-31
HCP000535,SITE00195,True,2024-01-01,9999-12-31
HCP000536,SITE00196,True,2024-01-01,9999-12-31
HCP000536,SITE00321,False,2024-01-01,9999-12-31
HCP000537,SITE00197,True,2024-01-01,9999-12-31
HCP000538,SITE00198,True,2024-01-01,9999-12-31
HCP000539,SITE00199,True,2024-01-01,9999-12-31
HCP000540,SITE00200,True,2024-01-01,9999-12-31
HCP000541,SITE00201,True,2024-01-01,9999-12-31
HCP000542,SITE00202,True,2024-01-01,9999-12-31
HCP000543,SITE00203,True,2024-01-01,9999-12-31
HCP000544,SITE00204,True,2024-01-01,9999-12-31
HCP000545,SITE00205,True,2024-01-01,9999-12-31
HCP000546,SITE00206,True,2024-01-01,9999-12-31
HCP000547,SITE00207,True,2024-01-01,9999-12-31
HCP000548,SITE00208,True,2024-01-01,9999-12-31
HCP000549,SITE00209,True,2024-01-01,9999-12-31
HCP000550,SITE00210,True,2024-01-01,9999-12-31
HCP000551,SITE00211,True,2024-01-01,9999-12-31
HCP000552,SITE00212,True,2024-01-01,9999-12-31
HCP000553,SITE00213,True,2024-01-01,9999-12-31
HCP000554,SITE00214,True,2024-01-01,9999-12-31
HCP000555,SITE00215,True,2024-01-01,9999-12-31
HCP000556,SITE00216,True,2024-01-01,9999-12-31
HCP000557,SITE00217,True,2024-01-01,9999-12-31
HCP000558,SITE00218,True,2024-01-01,9999-12-31
HCP000558,SITE00234,False,2024-01-01,9999-12-31
HCP000559,SITE00219,True,2024-01-01,9999-12-31
HCP000560,SITE00220,True,2024-01-01,9999-12-31
HCP000561,SITE00221,True,2024-01-01,9999-12-31
HCP000562,SITE00222,True,2024-01-01,9999-12-31
HCP000563,SITE00223,True,2024-01-01,9999-12-31
HCP000564,SITE00224,True,2024-01-01,9999-12-31
HCP000565,SITE00225,True,2024-01-01,9999-12-31
HCP000566,SITE00226,True,2024-01-01,9999-12-31
HCP000567,SITE00227,True,2024-01-01,9999-12-31
HCP000568,SITE00228,True,2024-01-01,9999-12-31
HCP000569,SITE00229,True,2024-01-01,9999-12-31
HCP000570,SITE00230,True,2024-01-01,9999-12-31
HCP000571,SITE00231,True,2024-01-01,9999-12-31
HCP000572,SITE00232,True,2024-01-01,9999-12-31
HCP000573,SITE00233,True,2024-01-01,9999-12-31
HCP000574,SITE00234,True,2024-01-01,9999-12-31
HCP000575,SITE00235,True,2024-01-01,9999-12-31
HCP000576,SITE00236,True,2024-01-01,9999-12-31
HCP000577,SITE00237,True,2024-01-01,9999-12-31
HCP000578,SITE00238,True,2024-01-01,9999-12-31
HCP000579,SITE00239,True,2024-01-01,9999-12-31
HCP000580,SITE00240,True,2024-01-01,9999-12-31
HCP000581,SITE00241,True,2024-01-01,9999-12-31
HCP000582,SITE00242,True,2024-01-01,9999-12-31
HCP000583,SITE00243,True,2024-01-01,9999-12-31
HCP000584,SITE00244,True,2024-01-01,9999-12-31
HCP000585,SITE00245,True,2024-01-01,9999-12-31
HCP000586,SITE00246,True,2024-01-01,9999-12-31
HCP000587,SITE00247,True,2024-01-01,9999-12-31
HCP000588,SITE00248,True,2024-01-01,9999-12-31
HCP000589,SITE00249,True,2024-01-01,9999-12-31
HCP000590,SITE00250,True,2024-01-01,9999-12-31
HCP000590,SITE00251,False,2024-01-01,9999-12-31
HCP000591,SITE00251,True,2024-01-01,9999-12-31
HCP000592,SITE00252,True,2024-01-01,9999-12-31
HCP000593,SITE00253,True,2024-01-01,9999-12-31
HCP000593,SITE00286,False,2024-01-01,9999-12-31
HCP000594,SITE00254,True,2024-01-01,9999-12-31
HCP000595,SITE00255,True,2024-01-01,9999-12-31
HCP000596,SITE00256,True,2024-01-01,9999-12-31
HCP000597,SITE00257,True,2024-01-01,9999-12-31
HCP000598,SITE00258,True,2024-01-01,9999-12-31
HCP000599,SITE00259,True,2024-01-01,9999-12-31
HCP000599,SITE00260,False,2024-01-01,9999-12-31
HCP000600,SITE00260,True,2024-01-01,9999-12-31
HCP000601,SITE00261,True,2024-01-01,9999-12-31
HCP000602,SITE00262,True,2024-01-01,9999-12-31
HCP000603,SITE00263,True,2024-01-01,9999-12-31
HCP000604,SITE00264,True,2024-01-01,9999-12-31
HCP000605,SITE00265,True,2024-01-01,9999-12-31
HCP000606,SITE00266,True,2024-01-01,9999-12-31
HCP000607,SITE00267,True,2024-01-01,9999-12-31
HCP000608,SITE00268,True,2024-01-01,9999-12-31
HCP000609,SITE00269,True,2024-01-01,9999-12-31
HCP000610,SITE00270,True,2024-01-01,9999-12-31
HCP000611,SITE00271,True,2024-01-01,9999-12-31
HCP000612,SITE00272,True,2024-01-01,9999-12-31
HCP000613,SITE00273,True,2024-01-01,9999-12-31
HCP000614,SITE00274,True,2024-01-01,9999-12-31
HCP000615,SITE00275,True,2024-01-01,9999-12-31
HCP000616,SITE00276,True,2024-01-01,9999-12-31
HCP000617,SITE00277,True,2024-01-01,9999-12-31
HCP000618,SITE00278,True,2024-01-01,9999-12-31
HCP000619,SITE00279,True,2024-01-01,9999-12-31
HCP000620,SITE00280,True,2024-01-01,9999-12-31
HCP000621,SITE00281,True,2024-01-01,9999-12-31
HCP000622,SITE00282,True,2024-01-01,9999-12-31
HCP000623,SITE00283,True,2024-01-01,9999-12-31
HCP000624,SITE00284,True,2024-01-01,9999-12-31
HCP000625,SITE00285,True,2024-01-01,9999-12-31
HCP000626,SITE00286,True,2024-01-01,9999-12-31
HCP000627,SITE00287,True,2024-01-01,9999-12-31
HCP000628,SITE00288,True,2024-01-01,9999-12-31
HCP000629,SITE00289,True,2024-01-01,9999-12-31
HCP000630,SITE00290,True,2024-01-01,9999-12-31
HCP000631,SITE00291,True,2024-01-01,9999-12-31
HCP000632,SITE00292,True,2024-01-01,9999-12-31
HCP000633,SITE00293,True,2024-01-01,9999-12-31
HCP000634,SITE00294,True,2024-01-01,9999-12-31
HCP000634,SITE00244,False,2024-01-01,9999-12-31
HCP000635,SITE00295,True,2024-01-01,9999-12-31
HCP000636,SITE00296,True,2024-01-01,9999-12-31
HCP000637,SITE00297,True,2024-01-01,9999-12-31
HCP000638,SITE00298,True,2024-01-01,9999-12-31
HCP000639,SITE00299,True,2024-01-01,9999-12-31
HCP000640,SITE00300,True,2024-01-01,9999-12-31
HCP000641,SITE00301,True,2024-01-01,9999-12-31
HCP000642,SITE00302,True,2024-01-01,9999-12-31
HCP000643,SITE00303,True,2024-01-01,9999-12-31
HCP000644,SITE00304,True,2024-01-01,9999-12-31
HCP000645,SITE00305,True,2024-01-01,9999-12-31
HCP000646,SITE00306,True,2024-01-01,9999-12-31
HCP000647,SITE00307,True,2024-01-01,9999-12-31
HCP000647,SITE00212,False,2024-01-01,9999-12-31
HCP000648,SITE00308,True,2024-01-01,9999-12-31
HCP000649,SITE00309,True,2024-01-01,9999-12-31
HCP000650,SITE00310,True,2024-01-01,9999-12-31
HCP000651,SITE00311,True,2024-01-01,9999-12-31
HCP000652,SITE00312,True,2024-01-01,9999-12-31
HCP000653,SITE00313,True,2024-01-01,9999-12-31
HCP000654,SITE00314,True,2024-01-01,9999-12-31
HCP000655,SITE00315,True,2024-01-01,9999-12-31
HCP000656,SITE00316,True,2024-01-01,9999-12-31
HCP000657,SITE00317,True,2024-01-01,9999-12-31
HCP000658,SITE00318,True,2024-01-01,9999-12-31
HCP000658,SITE00038,False,2024-01-01,9999-12-31
HCP000659,SITE00319,True,2024-01-01,9999-12-31
HCP000660,SITE00320,True,2024-01-01,9999-12-31
HCP000661,SITE00321,True,2024-01-01,9999-12-31
HCP000662,SITE00322,True,2024-01-01,9999-12-31
HCP000663,SITE00323,True,2024-01-01,9999-12-31
HCP000664,SITE00324,True,2024-01-01,9999-12-31
HCP000665,SITE00325,True,2024-01-01,9999-12-31
HCP000666,SITE00326,True,2024-01-01,9999-12-31
HCP000667,SITE00327,True,2024-01-01,9999-12-31
HCP000668,SITE00328,True,2024-01-01,9999-12-31
HCP000669,SITE00329,True,2024-01-01,9999-12-31
HCP000670,SITE00330,True,2024-01-01,9999-12-31
HCP000670,SITE00245,False,2024-01-01,9999-12-31
HCP000671,SITE00331,True,2024-01-01,9999-12-31
HCP000672,SITE00332,True,2024-01-01,9999-12-31
HCP000673,SITE00333,True,2024-01-01,9999-12-31
HCP000674,SITE00334,True,2024-01-01,9999-12-31
HCP000675,SITE00335,True,2024-01-01,9999-12-31
HCP000676,SITE00336,True,2024-01-01,9999-12-31
HCP000677,SITE00337,True,2024-01-01,9999-12-31
HCP000678,SITE00338,True,2024-01-01,9999-12-31
HCP000679,SITE00339,True,2024-01-01,9999-12-31
HCP000679,SITE00287,False,2024-01-01,9999-12-31
HCP000680,SITE00000,True,2024-01-01,9999-12-31
HCP000680,SITE00338,False,2024-01-01,9999-12-31
HCP000681,SITE00001,True,2024-01-01,9999-12-31
HCP000682,SITE00002,True,2024-01-01,9999-12-31
HCP000683,SITE00003,True,2024-01-01,9999-12-31
HCP000684,SITE00004,True,2024-01-01,9999-12-31
HCP000685,SITE00005,True,2024-01-01,9999-12-31
HCP000686,SITE00006,True,2024-01-01,9999-12-31
HCP000687,SITE00007,True,2024-01-01,9999-12-31
HCP000688,SITE00008,True,2024-01-01,9999-12-31
HCP000689,SITE00009,True,2024-01-01,9999-12-31
HCP000690,SITE00010,True,2024-01-01,9999-12-31
HCP000690,SITE00062,False,2024-01-01,9999-12-31
HCP000691,SITE00011,True,2024-01-01,9999-12-31
HCP000692,SITE00012,True,2024-01-01,9999-12-31
HCP000693,SITE00013,True,2024-01-01,9999-12-31
HCP000694,SITE00014,True,2024-01-01,9999-12-31
HCP000694,SITE00003,False,2024-01-01,9999-12-31
HCP000695,SITE00015,True,2024-01-01,9999-12-31
HCP000696,SITE00016,True,2024-01-01,9999-12-31
HCP000697,SITE00017,True,2024-01-01,9999-12-31
HCP000698,SITE00018,True,2024-01-01,9999-12-31
HCP000699,SITE00019,True,2024-01-01,9999-12-31
HCP000700,SITE00020,True,2024-01-01,9999-12-31
HCP000701,SITE00021,True,2024-01-01,9999-12-31
HCP000702,SITE00022,True,2024-01-01,9999-12-31
HCP000703,SITE00023,True,2024-01-01,9999-12-31
HCP000704,SITE00024,True,2024-01-01,9999-12-31
HCP000705,SITE00025,True,2024-01-01,9999-12-31
HCP000706,SITE00026,True,2024-01-01,9999-12-31
HCP000707,SITE00027,True,2024-01-01,9999-12-31
HCP000708,SITE00028,True,2024-01-01,9999-12-31
HCP000709,SITE00029,True,2024-01-01,9999-12-31
HCP000710,SITE00030,True,2024-01-01,9999-12-31
HCP000711,SITE00031,True,2024-01-01,9999-12-31
HCP000711,SITE00193,False,2024-01-01,9999-12-31
HCP000712,SITE00032,True,2024-01-01,9999-12-31
HCP000713,SITE00033,True,2024-01-01,9999-12-31
HCP000714,SITE00034,True,2024-01-01,9999-12-31
HCP000715,SITE00035,True,2024-01-01,9999-12-31
HCP000716,SITE00036,True,2024-01-01,9999-12-31
HCP000717,SITE00037,True,2024-01-01,9999-12-31
HCP000718,SITE00038,True,2024-01-01,9999-12-31
HCP000719,SITE00039,True,2024-01-01,9999-12-31
HCP000720,SITE00040,True,2024-01-01,9999-12-31
HCP000721,SITE00041,True,2024-01-01,9999-12-31
HCP000721,SITE00205,False,2024-01-01,9999-12-31
HCP000722,SITE00042,True,2024-01-01,9999-12-31
HCP000723,SITE00043,True,2024-01-01,9999-12-31
HCP000724,SITE00044,True,2024-01-01,9999-12-31
HCP000725,SITE00045,True,2024-01-01,9999-12-31
HCP000726,SITE00046,True,2024-01-01,9999-12-31
HCP000727,SITE00047,True,2024-01-01,9999-12-31
HCP000728,SITE00048,True,2024-01-01,9999-12-31
HCP000729,SITE00049,True,2024-01-01,9999-12-31
HCP000730,SITE00050,True,2024-01-01,9999-12-31
HCP000731,SITE00051,True,2024-01-01,9999-12-31
HCP000731,SITE00288,False,2024-01-01,9999-12-31
HCP000732,SITE00052,True,2024-01-01,9999-12-31
HCP000733,SITE00053,True,2024-01-01,9999-12-31
HCP000733,SITE00283,False,2024-01-01,9999-12-31
HCP000734,SITE00054,True,2024-01-01,9999-12-31
HCP000735,SITE00055,True,2024-01-01,9999-12-31
HCP000736,SITE00056,True,2024-01-01,9999-12-31
HCP000737,SITE00057,True,2024-01-01,9999-12-31
HCP000738,SITE00058,True,2024-01-01,9999-12-31
HCP000739,SITE00059,True,2024-01-01,9999-12-31
HCP000740,SITE00060,True,2024-01-01,9999-12-31
HCP000741,SITE00061,True,2024-01-01,9999-12-31
HCP000742,SITE00062,True,2024-01-01,9999-12-31
HCP000743,SITE00063,True,2024-01-01,9999-12-31
HCP000744,SITE00064,True,2024-01-01,9999-12-31
HCP000745,SITE00065,True,2024-01-01,9999-12-31
HCP000746,SITE00066,True,2024-01-01,9999-12-31
HCP000746,SITE00083,False,2024-01-01,9999-12-31
HCP000747,SITE00067,True,2024-01-01,9999-12-31
HCP000748,SITE00068,True,2024-01-01,9999-12-31
HCP000749,SITE00069,True,2024-01-01,9999-12-31
HCP000750,SITE00070,True,2024-01-01,9999-12-31
HCP000751,SITE00071,True,2024-01-01,9999-12-31
HCP000752,SITE00072,True,2024-01-01,9999-12-31
HCP000753,SITE00073,True,2024-01-01,9999-12-31
HCP000754,SITE00074,True,2024-01-01,9999-12-31
HCP000755,SITE00075,True,2024-01-01,9999-12-31
HCP000756,SITE00076,True,2024-01-01,9999-12-31
HCP000757,SITE00077,True,2024-01-01,9999-12-31
HCP000758,SITE00078,True,2024-01-01,9999-12-31
HCP000759,SITE00079,True,2024-01-01,9999-12-31
HCP000760,SITE00080,True,2024-01-01,9999-12-31
HCP000761,SITE00081,True,2024-01-01,9999-12-31
HCP000762,SITE00082,True,2024-01-01,9999-12-31
HCP000762,SITE00107,False,2024-01-01,9999-12-31
HCP000763,SITE00083,True,2024-01-01,9999-12-31
HCP000764,SITE00084,True,2024-01-01,9999-12-31
HCP000765,SITE00085,True,2024-01-01,9999-12-31
HCP000766,SITE00086,True,2024-01-01,9999-12-31
HCP000767,SITE00087,True,2024-01-01,9999-12-31
HCP000768,SITE00088,True,2024-01-01,9999-12-31
HCP000769,SITE00089,True,2024-01-01,9999-12-31
HCP000770,SITE00090,True,2024-01-01,9999-12-31
HCP000771,SITE00091,True,2024-01-01,9999-12-31
HCP000772,SITE00092,True,2024-01-01,9999-12-31
HCP000773,SITE00093,True,2024-01-01,9999-12-31
HCP000774,SITE00094,True,2024-01-01,9999-12-31
HCP000775,SITE00095,True,2024-01-01,9999-12-31
HCP000776,SITE00096,True,2024-01-01,9999-12-31
HCP000777,SITE00097,True,2024-01-01,9999-12-31
HCP000778,SITE00098,True,2024-01-01,9999-12-31
HCP000779,SITE00099,True,2024-01-01,9999-12-31
HCP000780,SITE00100,True,2024-01-01,9999-12-31
HCP000781,SITE00101,True,2024-01-01,9999-12-31
HCP000781,SITE00057,False,2024-01-01,9999-12-31
HCP000782,SITE00102,True,2024-01-01,9999-12-31
HCP000783,SITE00103,True,2024-01-01,9999-12-31
HCP000784,SITE00104,True,2024-01-01,9999-12-31
HCP000785,SITE00105,True,2024-01-01,9999-12-31
HCP000786,SITE00106,True,2024-01-01,9999-12-31
HCP000787,SITE00107,True,2024-01-01,9999-12-31
HCP000787,SITE00136,False,2024-01-01,9999-12-31
HCP000788,SITE00108,True,2024-01-01,9999-12-31
HCP000789,SITE00109,True,2024-01-01,9999-12-31
HCP000790,SITE00110,True,2024-01-01,9999-12-31
HCP000791,SITE00111,True,2024-01-01,9999-12-31
HCP000792,SITE00112,True,2024-01-01,9999-12-31
HCP000793,SITE00113,True,2024-01-01,9999-12-31
HCP000794,SITE00114,True,2024-01-01,9999-12-31
HCP000795,SITE00115,True,2024-01-01,9999-12-31
HCP000796,SITE00116,True,2024-01-01,9999-12-31
HCP000797,SITE00117,True,2024-01-01,9999-12-31
HCP000798,SITE00118,True,2024-01-01,9999-12-31
HCP000799,SITE00119,True,2024-01-01,9999-12-31
HCP000800,SITE00120,True,2024-01-01,9999-12-31
HCP000801,SITE00121,True,2024-01-01,9999-12-31
HCP000802,SITE00122,True,2024-01-01,9999-12-31
HCP000803,SITE00123,True,2024-01-01,9999-12-31
HCP000804,SITE00124,True,2024-01-01,9999-12-31
HCP000805,SITE00125,True,2024-01-01,9999-12-31
HCP000806,SITE00126,True,2024-01-01,9999-12-31
HCP000807,SITE00127,True,2024-01-01,9999-12-31
HCP000808,SITE00128,True,2024-01-01,9999-12-31
HCP000809,SITE00129,True,2024-01-01,9999-12-31
HCP000810,SITE00130,True,2024-01-01,9999-12-31
HCP000811,SITE00131,True,2024-01-01,9999-12-31
HCP000812,SITE00132,True,2024-01-01,9999-12-31
HCP000813,SITE00133,True,2024-01-01,9999-12-31
HCP000814,SITE00134,True,2024-01-01,9999-12-31
HCP000815,SITE00135,True,2024-01-01,9999-12-31
HCP000816,SITE00136,True,2024-01-01,9999-12-31
HCP000817,SITE00137,True,2024-01-01,9999-12-31
HCP000817,SITE00065,False,2024-01-01,9999-12-31
HCP000818,SITE00138,True,2024-01-01,9999-12-31
HCP000819,SITE00139,True,2024-01-01,9999-12-31
HCP000820,SITE00140,True,2024-01-01,9999-12-31
HCP000821,SITE00141,True,2024-01-01,9999-12-31
HCP000822,SITE00142,True,2024-01-01,9999-12-31
HCP000823,SITE00143,True,2024-01-01,9999-12-31
HCP000824,SITE00144,True,2024-01-01,9999-12-31
HCP000825,SITE00145,True,2024-01-01,9999-12-31
HCP000826,SITE00146,True,2024-01-01,9999-12-31
HCP000827,SITE00147,True,2024-01-01,9999-12-31
HCP000828,SITE00148,True,2024-01-01,9999-12-31
HCP000829,SITE00149,True,2024-01-01,9999-12-31
HCP000830,SITE00150,True,2024-01-01,9999-12-31
HCP000831,SITE00151,True,2024-01-01,9999-12-31
HCP000832,SITE00152,True,2024-01-01,9999-12-31
HCP000833,SITE00153,True,2024-01-01,9999-12-31
HCP000834,SITE00154,True,2024-01-01,9999-12-31
HCP000835,SITE00155,True,2024-01-01,9999-12-31
HCP000836,SITE00156,True,2024-01-01,9999-12-31
HCP000836,SITE00140,False,2024-01-01,9999-12-31
HCP000837,SITE00157,True,2024-01-01,9999-12-31
HCP000837,SITE00121,False,2024-01-01,9999-12-31
HCP000838,SITE00158,True,2024-01-01,9999-12-31
HCP000839,SITE00159,True,2024-01-01,9999-12-31
HCP000840,SITE00160,True,2024-01-01,9999-12-31
HCP000841,SITE00161,True,2024-01-01,9999-12-31
HCP000842,SITE00162,True,2024-01-01,9999-12-31
HCP000843,SITE00163,True,2024-01-01,9999-12-31
HCP000844,SITE00164,True,2024-01-01,9999-12-31
HCP000845,SITE00165,True,2024-01-01,9999-12-31
HCP000846,SITE00166,True,2024-01-01,9999-12-31
HCP000847,SITE00167,True,2024-01-01,9999-12-31
HCP000848,SITE00168,True,2024-01-01,9999-12-31
HCP000849,SITE00169,True,2024-01-01,9999-12-31
HCP000850,SITE00170,True,2024-01-01,9999-12-31
HCP000851,SITE00171,True,2024-01-01,9999-12-31
HCP000852,SITE00172,True,2024-01-01,9999-12-31
HCP000853,SITE00173,True,2024-01-01,9999-12-31
HCP000854,SITE00174,True,2024-01-01,9999-12-31
HCP000855,SITE00175,True,2024-01-01,9999-12-31
HCP000856,SITE00176,True,2024-01-01,9999-12-31
HCP000857,SITE00177,True,2024-01-01,9999-12-31
HCP000858,SITE00178,True,2024-01-01,9999-12-31
HCP000859,SITE00179,True,2024-01-01,9999-12-31
HCP000860,SITE00180,True,2024-01-01,9999-12-31
HCP000861,SITE00181,True,2024-01-01,9999-12-31
HCP000861,SITE00210,False,2024-01-01,9999-12-31
HCP000862,SITE00182,True,2024-01-01,9999-12-31
HCP000863,SITE00183,True,2024-01-01,9999-12-31
HCP000864,SITE00184,True,2024-01-01,9999-12-31
HCP000865,SITE00185,True,2024-01-01,9999-12-31
HCP000866,SITE00186,True,2024-01-01,9999-12-31
HCP000867,SITE00187,True,2024-01-01,9999-12-31
HCP000868,SITE00188,True,2024-01-01,9999-12-31
HCP000869,SITE00189,True,2024-01-01,9999-12-31
HCP000870,SITE00190,True,2024-01-01,9999-12-31
HCP000871,SITE00191,True,2024-01-01,9999-12-31
HCP000872,SITE00192,True,2024-01-01,9999-12-31
HCP000873,SITE00193,True,2024-01-01,9999-12-31
HCP000874,SITE00194,True,2024-01-01,9999-12-31
HCP000875,SITE00195,True,2024-01-01,9999-12-31
HCP000875,SITE00090,False,2024-01-01,9999-12-31
HCP000876,SITE00196,True,2024-01-01,9999-12-31
HCP000877,SITE00197,True,2024-01-01,9999-12-31
HCP000878,SITE00198,True,2024-01-01,9999-12-31
HCP000879,SITE00199,True,2024-01-01,9999-12-31
HCP000880,SITE00200,True,2024-01-01,9999-12-31
HCP000881,SITE00201,True,2024-01-01,9999-12-31
HCP000882,SITE00202,True,2024-01-01,9999-12-31
HCP000883,SITE00203,True,2024-01-01,9999-12-31
HCP000884,SITE00204,True,2024-01-01,9999-12-31
HCP000885,SITE00205,True,2024-01-01,9999-12-31
HCP000886,SITE00206,True,2024-01-01,9999-12-31
HCP000887,SITE00207,True,2024-01-01,9999-12-31
HCP000888,SITE00208,True,2024-01-01,9999-12-31
HCP000889,SITE00209,True,2024-01-01,9999-12-31
HCP000890,SITE00210,True,2024-01-01,9999-12-31
HCP000891,SITE00211,True,2024-01-01,9999-12-31
HCP000892,SITE00212,True,2024-01-01,9999-12-31
HCP000893,SITE00213,True,2024-01-01,9999-12-31
HCP000894,SITE00214,True,2024-01-01,9999-12-31
HCP000895,SITE00215,True,2024-01-01,9999-12-31
HCP000896,SITE00216,True,2024-01-01,9999-12-31
HCP000897,SITE00217,True,2024-01-01,9999-12-31
HCP000898,SITE00218,True,2024-01-01,9999-12-31
HCP000899,SITE00219,True,2024-01-01,9999-12-31
HCP000900,SITE00220,True,2024-01-01,9999-12-31
HCP000901,SITE00221,True,2024-01-01,9999-12-31
HCP000902,SITE00222,True,2024-01-01,9999-12-31
HCP000903,SITE00223,True,2024-01-01,9999-12-31
HCP000904,SITE00224,True,2024-01-01,9999-12-31
HCP000904,SITE00259,False,2024-01-01,9999-12-31
HCP000905,SITE00225,True,2024-01-01,9999-12-31
HCP000906,SITE00226,True,2024-01-01,9999-12-31
HCP000907,SITE00227,True,2024-01-01,9999-12-31
HCP000908,SITE00228,True,2024-01-01,9999-12-31
HCP000909,SITE00229,True,2024-01-01,9999-12-31
HCP000910,SITE00230,True,2024-01-01,9999-12-31
HCP000911,SITE00231,True,2024-01-01,9999-12-31
HCP000912,SITE00232,True,2024-01-01,9999-12-31
HCP000913,SITE00233,True,2024-01-01,9999-12-31
HCP000914,SITE00234,True,2024-01-01,9999-12-31
HCP000914,SITE00188,False,2024-01-01,9999-12-31
HCP000915,SITE00235,True,2024-01-01,9999-12-31
HCP000916,SITE00236,True,2024-01-01,9999-12-31
HCP000917,SITE00237,True,2024-01-01,9999-12-31
HCP000918,SITE00238,True,2024-01-01,9999-12-31
HCP000919,SITE00239,True,2024-01-01,9999-12-31
HCP000920,SITE00240,True,2024-01-01,9999-12-31
HCP000921,SITE00241,True,2024-01-01,9999-12-31
HCP000922,SITE00242,True,2024-01-01,9999-12-31
HCP000923,SITE00243,True,2024-01-01,9999-12-31
HCP000924,SITE00244,True,2024-01-01,9999-12-31
HCP000925,SITE00245,True,2024-01-01,9999-12-31
HCP000926,SITE00246,True,2024-01-01,9999-12-31
HCP000927,SITE00247,True,2024-01-01,9999-12-31
HCP000927,SITE00173,False,2024-01-01,9999-12-31
