call_id,call_date,rep_id,account_hcp_id,product_id,detail_position,duration_minutes
CALLHCP0012502,2024-01-10,REP0029,HCP001250,PRD001,1,39
CALLHCP0018710,2024-01-22,REP0020,HCP001871,PRD001,1,9
CALLHCP0018711,2024-03-04,REP0034,HCP001871,PRD001,1,9
CALLHCP0018712,2024-01-04,REP0013,HCP001871,PRD001,1,25
CALLHCP0015160,2024-03-04,REP0032,HCP001516,PRD001,1,35
CALLHCP0015161,2024-02-15,REP0036,HCP001516,PRD001,1,24
CALLHCP0015162,2024-01-19,REP0019,HCP001516,PRD001,1,16
CALLHCP0018410,2024-02-09,REP0007,HCP001841,PRD001,1,16
CALLHCP0018411,2024-01-09,REP0039,HCP001841,PRD001,1,9
CALLHCP0018412,2024-02-27,REP0012,HCP001841,PRD001,1,10
CALLHCP0018413,2024-03-07,REP0013,HCP001841,PRD001,1,28
CALLHCP0018414,2024-03-02,REP0002,HCP001841,PRD001,1,21
CALLHCP0018415,2024-03-06,REP0004,HCP001841,PRD001,1,24
CALLHCP0018416,2024-03-24,REP0001,HCP001841,PRD001,1,27
CALLHCP0007980,2024-03-03,REP0003,HCP000798,PRD001,1,17
CALLHCP0013780,2024-02-06,REP0007,HCP001378,PRD001,1,32
CALLHCP0013781,2024-01-25,REP0038,HCP001378,PRD001,1,32
CALLHCP0013782,2024-03-20,REP0037,HCP001378,PRD001,1,24
CALLHCP0013783,2024-01-17,REP0014,HCP001378,PRD001,1,12
CALLHCP0013790,2024-01-09,REP0032,HCP001379,PRD001,1,6
CALLHCP0013791,2024-01-22,REP0001,HCP001379,PRD001,1,6
CALLHCP0013792,2024-03-14,REP0016,HCP001379,PRD001,1,5
CALLHCP0013793,2024-02-24,REP0012,HCP001379,PRD001,1,37
CALLHCP0008280,2024-03-03,REP0028,HCP000828,PRD001,1,7
CALLHCP0016880,2024-01-24,REP0020,HCP001688,PRD001,1,30
CALLHCP0016881,2024-03-14,REP0011,HCP001688,PRD001,1,14
CALLHCP0016882,2024-03-09,REP0021,HCP001688,PRD001,1,28
CALLHCP0016883,2024-02-04,REP0037,HCP001688,PRD001,1,34
CALLHCP0016884,2024-02-25,REP0028,HCP001688,PRD001,1,26
CALLHCP0016885,2024-02-20,REP0005,HCP001688,PRD001,1,10
CALLHCP0008790,2024-02-07,REP0014,HCP000879,PRD001,1,14
CALLHCP0008791,2024-01-06,REP0029,HCP000879,PRD001,1,35
CALLHCP0008792,2024-01-10,REP0030,HCP000879,PRD001,1,25
CALLHCP0008793,2024-03-05,REP0009,HCP000879,PRD001,1,8
CALLHCP0008794,2024-01-16,REP0010,HCP000879,PRD001,1,11
CALLHCP0008795,2024-02-06,REP0035,HCP000879,PRD001,1,16
CALLHCP0010710,2024-01-03,REP0020,HCP001071,PRD001,1,7
CALLHCP0013900,2024-03-20,REP0027,HCP001390,PRD001,1,9
CALLHCP0013901,2024-01-20,REP0004,HCP001390,PRD001,1,20
CALLHCP0013902,2024-03-15,REP0033,HCP001390,PRD001,1,6
CALLHCP0011510,2024-01-19,REP0026,HCP001151,PRD001,1,39
CALLHCP0011511,2024-03-21,REP0022,HCP001151,PRD001,1,33
CALLHCP0011512,2024-02-05,REP0025,HCP001151,PRD001,1,28
CALLHCP0011513,2024-02-23,REP0035,HCP001151,PRD001,1,33
CALLHCP0011514,2024-01-20,REP0038,HCP001151,PRD001,1,24
CALLHCP0011515,2024-01-09,REP0033,HCP001151,PRD001,1,38
CALLHCP0011516,2024-03-04,REP0014,HCP001151,PRD001,1,12
CALLHCP0013470,2024-01-13,REP0009,HCP001347,PRD001,1,6
CALLHCP0013471,2024-02-25,REP0032,HCP001347,PRD001,1,16
CALLHCP0013472,2024-03-18,REP0006,HCP001347,PRD001,1,34
CALLHCP0013473,2024-02-21,REP0021,HCP001347,PRD001,1,37
CALLHCP0013474,2024-01-30,REP0036,HCP001347,PRD001,1,5
CALLHCP0008180,2024-03-21,REP0007,HCP000818,PRD001,1,10
CALLHCP0008181,2024-03-24,REP0006,HCP000818,PRD001,1,25
CALLHCP0008182,2024-03-01,REP0006,HCP000818,PRD001,1,13
CALLHCP0008183,2024-01-31,REP0037,HCP000818,PRD001,1,34
CALLHCP0008184,2024-03-18,REP0014,HCP000818,PRD001,1,22
CALLHCP0017350,2024-02-28,REP0014,HCP001735,PRD001,1,5
CALLHCP0017351,2024-02-24,REP0036,HCP001735,PRD001,1,11
CALLHCP0017352,2024-03-13,REP0009,HCP001735,PRD001,1,11
CALLHCP0017353,2024-03-07,REP0033,HCP001735,PRD001,1,31
CALLHCP0009240,2024-02-25,REP0018,HCP000924,PRD001,1,7
CALLHCP0009241,2024-03-18,REP0023,HCP000924,PRD001,1,34
CALLHCP0015420,2024-01-04,REP0012,HCP001542,PRD001,1,18
CALLHCP0015421,2024-01-08,REP0025,HCP001542,PRD001,1,12
CALLHCP0015422,2024-03-02,REP0013,HCP001542,PRD001,1,5
CALLHCP0015610,2024-01-06,REP0023,HCP001561,PRD001,1,25
CALLHCP0015611,2024-02-11,REP0017,HCP001561,PRD001,1,24
CALLHCP0015612,2024-02-07,REP0039,HCP001561,PRD001,1,36
CALLHCP0015613,2024-01-24,REP0010,HCP001561,PRD001,1,25
CALLHCP0015614,2024-03-13,REP0018,HCP001561,PRD001,1,34
CALLHCP0015615,2024-02-29,REP0019,HCP001561,PRD001,1,29
CALLHCP0015616,2024-02-26,REP0000,HCP001561,PRD001,1,35
CALLHCP0005370,2024-03-02,REP0018,HCP000537,PRD001,1,29
CALLHCP0005371,2024-01-08,REP0036,HCP000537,PRD001,1,10
CALLHCP0002180,2024-01-28,REP0026,HCP000218,PRD001,1,25
CALLHCP0002181,2024-01-08,REP0013,HCP000218,PRD001,1,28
CALLHCP0002182,2024-03-11,REP0025,HCP000218,PRD001,1,33
CALLHCP0002183,2024-01-31,REP0038,HCP000218,PRD001,1,25
CALLHCP0002184,2024-01-15,REP0015,HCP000218,PRD001,1,5
CALLHCP0002185,2024-01-18,REP0038,HCP000218,PRD001,1,8
CALLHCP0002186,2024-03-13,REP0002,HCP000218,PRD001,1,23
CALLHCP0014700,2024-02-14,REP0019,HCP001470,PRD001,1,14
CALLHCP0014701,2024-02-19,REP0002,HCP001470,PRD001,1,12
CALLHCP0014702,2024-01-29,REP0012,HCP001470,PRD001,1,23
CALLHCP0014703,2024-02-26,REP0026,HCP001470,PRD001,1,37
CALLHCP0000520,2024-02-12,REP0011,HCP000052,PRD001,1,39
CALLHCP0000521,2024-03-03,REP0033,HCP000052,PRD001,1,27
CALLHCP0000522,2024-03-07,REP0005,HCP000052,PRD001,1,25
CALLHCP0000523,2024-01-06,REP0027,HCP000052,PRD001,1,8
CALLHCP0011660,2024-01-05,REP0013,HCP001166,PRD001,1,18
CALLHCP0011661,2024-02-22,REP0021,HCP001166,PRD001,1,16
CALLHCP0011662,2024-02-22,REP0003,HCP001166,PRD001,1,20
CALLHCP0011663,2024-03-06,REP0022,HCP001166,PRD001,1,23
CALLHCP0003460,2024-02-17,REP0034,HCP000346,PRD001,1,26
CALLHCP0003461,2024-01-25,REP0021,HCP000346,PRD001,1,32
CALLHCP0003462,2024-03-12,REP0001,HCP000346,PRD001,1,26
CALLHCP0003463,2024-02-27,REP0033,HCP000346,PRD001,1,22
CALLHCP0003464,2024-02-02,REP0023,HCP000346,PRD001,1,15
CALLHCP0003465,2024-02-08,REP0027,HCP000346,PRD001,1,19
CALLHCP0018890,2024-01-18,REP0013,HCP001889,PRD001,1,30
CALLHCP0018891,2024-02-21,REP0026,HCP001889,PRD001,1,24
CALLHCP0018892,2024-03-17,REP0027,HCP001889,PRD001,1,35
CALLHCP0018893,2024-02-06,REP0029,HCP001889,PRD001,1,19
CALLHCP0018894,2024-03-19,REP0018,HCP001889,PRD001,1,23
CALLHCP0005070,2024-03-20,REP0024,HCP000507,PRD001,1,27
CALLHCP0017820,2024-03-18,REP0026,HCP001782,PRD001,1,35
CALLHCP0019330,2024-03-17,REP0032,HCP001933,PRD001,1,10
CALLHCP0019331,2024-03-06,REP0024,HCP001933,PRD001,1,8
CALLHCP0019332,2024-03-07,REP0030,HCP001933,PRD001,1,36
CALLHCP0019333,2024-02-17,REP0000,HCP001933,PRD001,1,16
CALLHCP0019334,2024-03-10,REP0021,HCP001933,PRD001,1,32
CALLHCP0019335,2024-03-24,REP0021,HCP001933,PRD001,1,10
CALLHCP0019336,2024-03-12,REP0009,HCP001933,PRD001,1,35
CALLHCP0011750,2024-01-20,REP0000,HCP001175,PRD001,1,8
CALLHCP0011751,2024-02-03,REP0024,HCP001175,PRD001,1,13
CALLHCP0011752,2024-02-29,REP0013,HCP001175,PRD001,1,38
CALLHCP0011753,2024-01-27,REP0032,HCP001175,PRD001,1,7
CALLHCP0011754,2024-01-30,REP0037,HCP001175,PRD001,1,9
CALLHCP0011755,2024-01-26,REP0024,HCP001175,PRD001,1,15
CALLHCP0011756,2024-03-13,REP0023,HCP001175,PRD001,1,31
CALLHCP0012720,2024-01-29,REP0027,HCP001272,PRD001,1,28
CALLHCP0012721,2024-03-23,REP0014,HCP001272,PRD001,1,12
CALLHCP0012722,2024-03-08,REP0007,HCP001272,PRD001,1,33
CALLHCP0007250,2024-02-07,REP0004,HCP000725,PRD001,1,6
CALLHCP0007251,2024-02-01,REP0020,HCP000725,PRD001,1,31
CALLHCP0007252,2024-02-10,REP0036,HCP000725,PRD001,1,26
CALLHCP0007253,2024-03-19,REP0002,HCP000725,PRD001,1,23
CALLHCP0007254,2024-01-21,REP0031,HCP000725,PRD001,1,14
CALLHCP0007255,2024-03-10,REP0026,HCP000725,PRD001,1,32
CALLHCP0007256,2024-02-05,REP0030,HCP000725,PRD001,1,21
CALLHCP0013410,2024-01-02,REP0026,HCP001341,PRD001,1,30
CALLHCP0013411,2024-01-28,REP0021,HCP001341,PRD001,1,33
CALLHCP0013412,2024-01-22,REP0023,HCP001341,PRD001,1,21
CALLHCP0013413,2024-02-21,REP0023,HCP001341,PRD001,1,28
CALLHCP0013414,2024-03-09,REP0022,HCP001341,PRD001,1,25
CALLHCP0013415,2024-02-29,REP0037,HCP001341,PRD001,1,5
CALLHCP0019180,2024-03-10,REP0022,HCP001918,PRD001,1,20
CALLHCP0004670,2024-02-17,REP0034,HCP000467,PRD001,1,20
CALLHCP0007720,2024-01-10,REP0024,HCP000772,PRD001,1,15
CALLHCP0007721,2024-02-19,REP0012,HCP000772,PRD001,1,24
CALLHCP0000910,2024-01-03,REP0015,HCP000091,PRD001,1,30
CALLHCP0000911,2024-02-20,REP0003,HCP000091,PRD001,1,8
CALLHCP0000912,2024-02-20,REP0015,HCP000091,PRD001,1,18
CALLHCP0019630,2024-01-06,REP0031,HCP001963,PRD001,1,39
CALLHCP0019631,2024-03-12,REP0022,HCP001963,PRD001,1,36
CALLHCP0019632,2024-03-02,REP0016,HCP001963,PRD001,1,35
CALLHCP0019633,2024-03-18,REP0028,HCP001963,PRD001,1,18
CALLHCP0019634,2024-01-21,REP0007,HCP001963,PRD001,1,33
CALLHCP0008090,2024-01-28,REP0004,HCP000809,PRD001,1,36
CALLHCP0008091,2024-03-05,REP0026,HCP000809,PRD001,1,23
CALLHCP0001810,2024-03-14,REP0003,HCP000181,PRD001,1,16
CALLHCP0010310,2024-01-01,REP0033,HCP001031,PRD001,1,15
CALLHCP0010311,2024-01-14,REP0020,HCP001031,PRD001,1,18
CALLHCP0010312,2024-03-01,REP0034,HCP001031,PRD001,1,17
CALLHCP0010313,2024-02-22,REP0016,HCP001031,PRD001,1,6
CALLHCP0010314,2024-01-06,REP0014,HCP001031,PRD001,1,21
CALLHCP0010315,2024-01-22,REP0036,HCP001031,PRD001,1,9
CALLHCP0010316,2024-03-08,REP0013,HCP001031,PRD001,1,33
CALLHCP0010180,2024-01-15,REP0000,HCP001018,PRD001,1,19
CALLHCP0010181,2024-02-14,REP0012,HCP001018,PRD001,1,34
CALLHCP0010182,2024-02-24,REP0029,HCP001018,PRD001,1,6
CALLHCP0010183,2024-03-14,REP0005,HCP001018,PRD001,1,8
CALLHCP0010184,2024-01-06,REP0016,HCP001018,PRD001,1,9
CALLHCP0018660,2024-01-06,REP0028,HCP001866,PRD001,1,5
CALLHCP0018661,2024-03-09,REP0032,HCP001866,PRD001,1,25
CALLHCP0002370,2024-02-16,REP0003,HCP000237,PRD001,1,19
CALLHCP0002371,2024-02-06,REP0023,HCP000237,PRD001,1,27
CALLHCP0002372,2024-02-16,REP0012,HCP000237,PRD001,1,39
CALLHCP0017510,2024-02-12,REP0023,HCP001751,PRD001,1,37
CALLHCP0017511,2024-03-13,REP0009,HCP001751,PRD001,1,16
CALLHCP0017512,2024-03-18,REP0013,HCP001751,PRD001,1,26
CALLHCP0017513,2024-03-08,REP0038,HCP001751,PRD001,1,25
CALLHCP0017514,2024-02-27,REP0023,HCP001751,PRD001,1,13
CALLHCP0017515,2024-01-10,REP0018,HCP001751,PRD001,1,9
CALLHCP0017516,2024-02-11,REP0009,HCP001751,PRD001,1,14
CALLHCP0001670,2024-02-22,REP0005,HCP000167,PRD001,1,21
CALLHCP0001671,2024-02-13,REP0027,HCP000167,PRD001,1,37
CALLHCP0001672,2024-02-26,REP0032,HCP000167,PRD001,1,20
CALLHCP0001673,2024-02-10,REP0011,HCP000167,PRD001,1,27
CALLHCP0001674,2024-03-05,REP0021,HCP000167,PRD001,1,36
CALLHCP0001675,2024-03-14,REP0021,HCP000167,PRD001,1,18
CALLHCP0001676,2024-02-14,REP0036,HCP000167,PRD001,1,32
CALLHCP0008700,2024-02-23,REP0001,HCP000870,PRD001,1,24
CALLHCP0008701,2024-02-08,REP0011,HCP000870,PRD001,1,17
CALLHCP0008702,2024-01-14,REP0003,HCP000870,PRD001,1,33
CALLHCP0008703,2024-03-17,REP0012,HCP000870,PRD001,1,12
CALLHCP0008704,2024-03-14,REP0023,HCP000870,PRD001,1,37
CALLHCP0016760,2024-02-22,REP0012,HCP001676,PRD001,1,6
CALLHCP0016761,2024-01-06,REP0032,HCP001676,PRD001,1,30
CALLHCP0010560,2024-02-29,REP0014,HCP001056,PRD001,1,32
CALLHCP0010561,2024-03-20,REP0005,HCP001056,PRD001,1,17
CALLHCP0010562,2024-03-14,REP0029,HCP001056,PRD001,1,14
CALLHCP0014010,2024-02-28,REP0003,HCP001401,PRD001,1,32
CALLHCP0014011,2024-02-01,REP0016,HCP001401,PRD001,1,32
CALLHCP0014012,2024-02-13,REP0023,HCP001401,PRD001,1,38
CALLHCP0014013,2024-02-10,REP0033,HCP001401,PRD001,1,23
CALLHCP0014014,2024-03-22,REP0001,HCP001401,PRD001,1,19
CALLHCP0014015,2024-01-17,REP0013,HCP001401,PRD001,1,7
CALLHCP0009630,2024-02-15,REP0002,HCP000963,PRD001,1,35
CALLHCP0009631,2024-01-29,REP0015,HCP000963,PRD001,1,37
CALLHCP0001760,2024-03-12,REP0034,HCP000176,PRD001,1,26
CALLHCP0001761,2024-03-24,REP0035,HCP000176,PRD001,1,26
CALLHCP0008610,2024-01-19,REP0023,HCP000861,PRD001,1,39
CALLHCP0008611,2024-03-23,REP0017,HCP000861,PRD001,1,30
CALLHCP0008612,2024-02-19,REP0015,HCP000861,PRD001,1,18
CALLHCP0008613,2024-02-21,REP0037,HCP000861,PRD001,1,9
CALLHCP0015510,2024-03-13,REP0032,HCP001551,PRD001,1,21
CALLHCP0015511,2024-03-24,REP0017,HCP001551,PRD001,1,19
CALLHCP0015512,2024-01-25,REP0012,HCP001551,PRD001,1,13
CALLHCP0015513,2024-03-06,REP0037,HCP001551,PRD001,1,17
CALLHCP0002710,2024-01-24,REP0021,HCP000271,PRD001,1,22
CALLHCP0004070,2024-03-21,REP0000,HCP000407,PRD001,1,34
CALLHCP0003570,2024-02-12,REP0000,HCP000357,PRD001,1,20
CALLHCP0003571,2024-01-29,REP0019,HCP000357,PRD001,1,38
CALLHCP0003572,2024-01-09,REP0002,HCP000357,PRD001,1,16
CALLHCP0003573,2024-01-12,REP0017,HCP000357,PRD001,1,27
CALLHCP0007480,2024-03-06,REP0027,HCP000748,PRD001,1,16
CALLHCP0007481,2024-01-05,REP0002,HCP000748,PRD001,1,32
CALLHCP0007482,2024-03-20,REP0037,HCP000748,PRD001,1,25
CALLHCP0007483,2024-03-22,REP0004,HCP000748,PRD001,1,17
CALLHCP0007484,2024-02-25,REP0033,HCP000748,PRD001,1,25
CALLHCP0018080,2024-02-17,REP0025,HCP001808,PRD001,1,22
CALLHCP0018081,2024-02-19,REP0014,HCP001808,PRD001,1,32
CALLHCP0018082,2024-03-18,REP0038,HCP001808,PRD001,1,36
CALLHCP0018083,2024-01-25,REP0001,HCP001808,PRD001,1,24
CALLHCP0018084,2024-01-31,REP0007,HCP001808,PRD001,1,28
CALLHCP0018085,2024-02-17,REP0013,HCP001808,PRD001,1,26
CALLHCP0018086,2024-03-04,REP0003,HCP001808,PRD001,1,13
CALLHCP0006130,2024-03-21,REP0011,HCP000613,PRD001,1,32
CALLHCP0006131,2024-03-18,REP0023,HCP000613,PRD001,1,21
CALLHCP0006132,2024-03-03,REP0005,HCP000613,PRD001,1,29
CALLHCP0001680,2024-03-13,REP0005,HCP000168,PRD001,1,12
CALLHCP0001681,2024-03-04,REP0028,HCP000168,PRD001,1,22
CALLHCP0001682,2024-03-17,REP0004,HCP000168,PRD001,1,36
CALLHCP0001683,2024-01-06,REP0033,HCP000168,PRD001,1,12
CALLHCP0001684,2024-02-04,REP0005,HCP000168,PRD001,1,27
CALLHCP0001685,2024-03-05,REP0011,HCP000168,PRD001,1,26
CALLHCP0001686,2024-02-29,REP0002,HCP000168,PRD001,1,6
CALLHCP0006090,2024-02-29,REP0028,HCP000609,PRD001,1,38
CALLHCP0006091,2024-01-08,REP0022,HCP000609,PRD001,1,19
CALLHCP0006092,2024-02-02,REP0001,HCP000609,PRD001,1,17
CALLHCP0006093,2024-03-04,REP0036,HCP000609,PRD001,1,22
CALLHCP0008560,2024-02-25,REP0020,HCP000856,PRD001,1,28
CALLHCP0008561,2024-02-01,REP0001,HCP000856,PRD001,1,18
CALLHCP0008562,2024-02-05,REP0037,HCP000856,PRD001,1,9
CALLHCP0008563,2024-03-19,REP0010,HCP000856,PRD001,1,11
CALLHCP0008564,2024-01-23,REP0014,HCP000856,PRD001,1,19
CALLHCP0017310,2024-03-05,REP0010,HCP001731,PRD001,1,28
CALLHCP0017311,2024-01-26,REP0018,HCP001731,PRD001,1,37
CALLHCP0017312,2024-02-19,REP0031,HCP001731,PRD001,1,5
CALLHCP0002600,2024-01-15,REP0031,HCP000260,PRD001,1,19
CALLHCP0002601,2024-01-03,REP0014,HCP000260,PRD001,1,24
CALLHCP0002602,2024-02-01,REP0026,HCP000260,PRD001,1,37
CALLHCP0002603,2024-01-26,REP0002,HCP000260,PRD001,1,22
CALLHCP0002604,2024-01-24,REP0013,HCP000260,PRD001,1,16
CALLHCP0002605,2024-03-15,REP0014,HCP000260,PRD001,1,14
CALLHCP0001090,2024-01-12,REP0039,HCP000109,PRD001,1,24
CALLHCP0001091,2024-01-23,REP0019,HCP000109,PRD001,1,33
CALLHCP0001092,2024-01-02,REP0026,HCP000109,PRD001,1,31
CALLHCP0001093,2024-02-25,REP0032,HCP000109,PRD001,1,24
CALLHCP0019790,2024-01-06,REP0010,HCP001979,PRD001,1,18
CALLHCP0019791,2024-03-23,REP0024,HCP001979,PRD001,1,39
CALLHCP0019792,2024-03-08,REP0029,HCP001979,PRD001,1,19
CALLHCP0019793,2024-01-20,REP0036,HCP001979,PRD001,1,10
CALLHCP0019794,2024-02-20,REP0036,HCP001979,PRD001,1,12
CALLHCP0019795,2024-02-08,REP0001,HCP001979,PRD001,1,25
CALLHCP0019796,2024-01-29,REP0002,HCP001979,PRD001,1,16
CALLHCP0017010,2024-02-26,REP0017,HCP001701,PRD001,1,14
CALLHCP0017011,2024-03-20,REP0039,HCP001701,PRD001,1,27
CALLHCP0017012,2024-01-31,REP0014,HCP001701,PRD001,1,22
CALLHCP0017013,2024-02-11,REP0025,HCP001701,PRD001,1,12
CALLHCP0006810,2024-02-20,REP0028,HCP000681,PRD001,1,22
CALLHCP0006811,2024-02-01,REP0039,HCP000681,PRD001,1,37
CALLHCP0006812,2024-03-17,REP0030,HCP000681,PRD001,1,27
CALLHCP0006813,2024-03-09,REP0015,HCP000681,PRD001,1,27
CALLHCP0006814,2024-02-15,REP0018,HCP000681,PRD001,1,8
CALLHCP0006815,2024-03-16,REP0007,HCP000681,PRD001,1,5
CALLHCP0014060,2024-01-31,REP0024,HCP001406,PRD001,1,38
CALLHCP0014061,2024-01-20,REP0030,HCP001406,PRD001,1,12
CALLHCP0014062,2024-03-08,REP0032,HCP001406,PRD001,1,27
CALLHCP0002850,2024-03-03,REP0033,HCP000285,PRD001,1,34
CALLHCP0002851,2024-02-08,REP0009,HCP000285,PRD001,1,14
CALLHCP0002852,2024-02-28,REP0015,HCP000285,PRD001,1,37
CALLHCP0002853,2024-02-06,REP0016,HCP000285,PRD001,1,25
CALLHCP0002854,2024-01-04,REP0032,HCP000285,PRD001,1,38
CALLHCP0009830,2024-01-01,REP0010,HCP000983,PRD001,1,30
CALLHCP0009831,2024-01-19,REP0030,HCP000983,PRD001,1,32
CALLHCP0009832,2024-01-03,REP0036,HCP000983,PRD001,1,37
CALLHCP0009833,2024-01-05,REP0037,HCP000983,PRD001,1,31
CALLHCP0009834,2024-03-01,REP0029,HCP000983,PRD001,1,34
CALLHCP0009835,2024-01-17,REP0034,HCP000983,PRD001,1,22
CALLHCP0009836,2024-03-14,REP0009,HCP000983,PRD001,1,36
CALLHCP0005610,2024-01-08,REP0036,HCP000561,PRD001,1,33
CALLHCP0005611,2024-03-09,REP0011,HCP000561,PRD001,1,20
CALLHCP0009120,2024-03-19,REP0021,HCP000912,PRD001,1,5
CALLHCP0009121,2024-02-03,REP0023,HCP000912,PRD001,1,10
CALLHCP0009122,2024-03-08,REP0037,HCP000912,PRD001,1,17
CALLHCP0009123,2024-01-17,REP0017,HCP000912,PRD001,1,26
CALLHCP0009124,2024-03-19,REP0011,HCP000912,PRD001,1,24
CALLHCP0014920,2024-01-08,REP0020,HCP001492,PRD001,1,9
CALLHCP0014921,2024-01-04,REP0039,HCP001492,PRD001,1,5
CALLHCP0011430,2024-01-12,REP0031,HCP001143,PRD001,1,35
CALLHCP0011431,2024-02-08,REP0038,HCP001143,PRD001,1,30
CALLHCP0011432,2024-03-09,REP0013,HCP001143,PRD001,1,39
CALLHCP0011433,2024-02-21,REP0012,HCP001143,PRD001,1,28
CALLHCP0011434,2024-01-14,REP0007,HCP001143,PRD001,1,33
CALLHCP0016600,2024-01-20,REP0039,HCP001660,PRD001,1,7
CALLHCP0016601,2024-02-13,REP0004,HCP001660,PRD001,1,30
CALLHCP0016602,2024-01-14,REP0016,HCP001660,PRD001,1,19
CALLHCP0016603,2024-01-01,REP0030,HCP001660,PRD001,1,11
CALLHCP0016790,2024-01-04,REP0022,HCP001679,PRD001,1,24
CALLHCP0016791,2024-01-13,REP0033,HCP001679,PRD001,1,38
CALLHCP0016792,2024-01-14,REP0001,HCP001679,PRD001,1,34
CALLHCP0016793,2024-03-04,REP0006,HCP001679,PRD001,1,30
CALLHCP0002130,2024-01-17,REP0005,HCP000213,PRD001,1,30
CALLHCP0002131,2024-02-13,REP0015,HCP000213,PRD001,1,29
CALLHCP0002132,2024-03-07,REP0009,HCP000213,PRD001,1,17
CALLHCP0002133,2024-03-02,REP0029,HCP000213,PRD001,1,12
CALLHCP0002134,2024-03-10,REP0019,HCP000213,PRD001,1,23
CALLHCP0002135,2024-01-01,REP0007,HCP000213,PRD001,1,13
CALLHCP0002136,2024-03-09,REP0026,HCP000213,PRD001,1,38
CALLHCP0004010,2024-03-17,REP0013,HCP000401,PRD001,1,8
CALLHCP0004011,2024-03-12,REP0001,HCP000401,PRD001,1,13
CALLHCP0013950,2024-03-04,REP0037,HCP001395,PRD001,1,22
CALLHCP0013951,2024-02-19,REP0037,HCP001395,PRD001,1,9
CALLHCP0013480,2024-01-24,REP0036,HCP001348,PRD001,1,37
CALLHCP0013481,2024-02-29,REP0031,HCP001348,PRD001,1,10
CALLHCP0013482,2024-03-17,REP0009,HCP001348,PRD001,1,21
CALLHCP0013483,2024-02-01,REP0031,HCP001348,PRD001,1,32
CALLHCP0013484,2024-03-16,REP0024,HCP001348,PRD001,1,18
CALLHCP0013485,2024-03-24,REP0027,HCP001348,PRD001,1,34
CALLHCP0000790,2024-02-24,REP0009,HCP000079,PRD001,1,26
CALLHCP0000791,2024-01-24,REP0019,HCP000079,PRD001,1,37
CALLHCP0000792,2024-03-08,REP0037,HCP000079,PRD001,1,19
CALLHCP0000793,2024-03-03,REP0034,HCP000079,PRD001,1,34
CALLHCP0000794,2024-01-23,REP0031,HCP000079,PRD001,1,24
CALLHCP0000795,2024-03-11,REP0011,HCP000079,PRD001,1,28
CALLHCP0003420,2024-02-06,REP0012,HCP000342,PRD001,1,35
CALLHCP0003421,2024-03-09,REP0000,HCP000342,PRD001,1,31
CALLHCP0003422,2024-01-15,REP0021,HCP000342,PRD001,1,15
CALLHCP0003423,2024-02-01,REP0000,HCP000342,PRD001,1,8
CALLHCP0003424,2024-03-01,REP0003,HCP000342,PRD001,1,6
CALLHCP0003425,2024-01-20,REP0037,HCP000342,PRD001,1,34
CALLHCP0003426,2024-03-24,REP0002,HCP000342,PRD001,1,16
CALLHCP0012660,2024-03-14,REP0037,HCP001266,PRD001,1,9
CALLHCP0012661,2024-03-18,REP0001,HCP001266,PRD001,1,35
CALLHCP0012662,2024-01-24,REP0036,HCP001266,PRD001,1,32
CALLHCP0012663,2024-02-26,REP0036,HCP001266,PRD001,1,25
CALLHCP0012664,2024-02-17,REP0030,HCP001266,PRD001,1,14
CALLHCP0011600,2024-01-25,REP0020,HCP001160,PRD001,1,20
CALLHCP0011601,2024-02-11,REP0023,HCP001160,PRD001,1,29
CALLHCP0011602,2024-01-05,REP0011,HCP001160,PRD001,1,28
CALLHCP0011603,2024-01-27,REP0031,HCP001160,PRD001,1,13
CALLHCP0011604,2024-01-09,REP0015,HCP001160,PRD001,1,30
CALLHCP0015130,2024-01-24,REP0004,HCP001513,PRD001,1,6
CALLHCP0015131,2024-02-08,REP0013,HCP001513,PRD001,1,17
CALLHCP0015132,2024-03-12,REP0021,HCP001513,PRD001,1,17
CALLHCP0015133,2024-02-06,REP0018,HCP001513,PRD001,1,35
CALLHCP0015134,2024-03-03,REP0015,HCP001513,PRD001,1,27
CALLHCP0015135,2024-02-12,REP0027,HCP001513,PRD001,1,33
CALLHCP0017590,2024-03-16,REP0023,HCP001759,PRD001,1,37
CALLHCP0017591,2024-02-02,REP0027,HCP001759,PRD001,1,10
CALLHCP0003150,2024-01-30,REP0012,HCP000315,PRD001,1,13
CALLHCP0003151,2024-03-14,REP0016,HCP000315,PRD001,1,11
CALLHCP0003152,2024-02-10,REP0009,HCP000315,PRD001,1,7
CALLHCP0003153,2024-02-08,REP0000,HCP000315,PRD001,1,34
CALLHCP0003154,2024-03-03,REP0003,HCP000315,PRD001,1,8
CALLHCP0003155,2024-03-06,REP0032,HCP000315,PRD001,1,26
CALLHCP0011850,2024-01-04,REP0038,HCP001185,PRD001,1,25
CALLHCP0011851,2024-01-08,REP0012,HCP001185,PRD001,1,16
CALLHCP0005860,2024-03-02,REP0035,HCP000586,PRD001,1,34
CALLHCP0005861,2024-02-05,REP0005,HCP000586,PRD001,1,27
CALLHCP0012870,2024-03-06,REP0004,HCP001287,PRD001,1,18
CALLHCP0012871,2024-01-07,REP0034,HCP001287,PRD001,1,23
CALLHCP0012872,2024-02-01,REP0028,HCP001287,PRD001,1,29
CALLHCP0012873,2024-03-10,REP0030,HCP001287,PRD001,1,32
