interchange_control_number,group_control_number,transaction_set_control_number,report_id,report_date,report_purpose_code,line_number,transfer_type_code,ndc11,product_id,quantity,quantity_uom,unit_price_wac,ship_date,invoice_number,shipto_dea,shipto_hin,shipto_340b_id,shipto_name,shipto_address,shipto_city,shipto_state,shipto_zip,class_of_trade,wholesaler_id,is_return,delivery_delay_days
202402020051,1,0001,RPT20240202,2024-02-02,00,206,SR,10002001101,PRD003,3.5597,EA,919.7252275202345,2024-02-02,INV6298968,BB8929971,H26984292,,Clinic Site 51,251 PRACTICE AVE,SYNTH CITY,AZ,90357,CLINIC,WHL_A,False,0
202402020052,1,0001,RPT20240202,2024-02-02,00,2456,SR,10003001101,PRD004,38.2717,EA,1379.8671891002018,2024-02-02,INV3552587,BP7675378,H82605539,,Ltc Site 52,252 PRACTICE AVE,SYNTH CITY,CO,90364,LTC,WHL_A,False,0
202402020053,1,0001,RPT20240202,2024-02-02,00,4441,SR,10000001101,PRD001,9.1868,EA,1952.4750738783825,2024-02-02,INV5952277,AA3371321,H11544478,,Mail Site 53,253 PRACTICE AVE,SYNTH CITY,TX,90371,MAIL,WHL_A,False,5
202402020055,1,0001,RPT20240202,2024-02-02,00,2473,SR,10003001101,PRD004,2.4966,EA,1158.3644795591495,2024-02-02,INV3793289,PM2621221,H09549248,340BSITE00055,Covered Entity 340B Site 55,255 PRACTICE AVE,SYNTH CITY,GA,90385,COVERED_ENTITY_340B,WHL_A,False,0
202402020056,1,0001,RPT20240202,2024-02-02,00,5894,SR,10003001101,PRD004,11.1619,EA,2367.1361455468796,2024-02-02,INV4272260,PB2396828,H02508853,,Retail Chain Site 56,256 PRACTICE AVE,SYNTH CITY,NY,90392,RETAIL_CHAIN,WHL_A,False,0
202402020057,1,0001,RPT20240202,2024-02-02,00,9306,SR,10006001101,PRD007,15.9849,EA,1701.3540463032969,2024-02-02,INV1241839,RA7940815,H97081762,,Independent Site 57,257 PRACTICE AVE,SYNTH CITY,NJ,90399,INDEPENDENT,WHL_A,False,0
202402020058,1,0001,RPT20240202,2024-02-02,00,6358,SR,10000001101,PRD001,19.4937,EA,1225.4816267856722,2024-02-02,INV5412849,RF8799727,H72625713,,Hospital Site 58,258 PRACTICE AVE,SYNTH CITY,MA,90406,HOSPITAL,WHL_A,False,0
202402020059,1,0001,RPT20240202,2024-02-02,00,5933,SR,10003001101,PRD004,12.3622,EA,1995.1411706902477,2024-02-02,INV5722049,FF3664092,H05468025,,Clinic Site 59,259 PRACTICE AVE,SYNTH CITY,PA,90413,CLINIC,WHL_A,False,0
202402160000,1,0001,RPT20240216,2024-02-16,00,2804,SR,10002001101,PRD003,20.1061,PK,1711.319608812585,2024-02-16,INV7751697,PF8417070,H26941287,,Retail Chain Site 0,200 PRACTICE AVE,SYNTH CITY,CA,90000,RETAIL_CHAIN,WHL_B,False,0
202402160001,1,0001,RPT20240216,2024-02-16,00,3853,SR,10006001101,PRD007,15.2369,EA,2672.206166847477,2024-02-16,INV3526076,AG1287185,H87355723,,Independent Site 1,201 PRACTICE AVE,SYNTH CITY,OR,90007,INDEPENDENT,WHL_A,False,0
202402160002,1,0001,RPT20240216,2024-02-16,00,797,SR,10003001101,PRD004,12.6914,EA,2800.7075920553484,2024-02-16,INV1316497,GB4453584,H31311904,,Hospital Site 2,202 PRACTICE AVE,SYNTH CITY,WA,90014,HOSPITAL,WHL_A,False,0
202402160005,1,0001,RPT20240216,2024-02-16,00,2678,SR,10000001101,PRD001,17.495,EA,1797.5288182219074,2024-02-16,INV3912457,MP0592280,H34714176,,Mail Site 5,205 PRACTICE AVE,SYNTH CITY,TX,90035,MAIL,WHL_A,False,0
202402160006,1,0001,RPT20240216,2024-02-16,00,6308,SR,10000001101,PRD001,7.1469,EA,1628.400156858172,2024-02-16,INV3637654,GF6650469,H53510698,,Specialty Site 6,206 PRACTICE AVE,SYNTH CITY,FL,90042,SPECIALTY,WHL_A,False,0
202402160009,1,0001,RPT20240216,2024-02-16,00,7337,SR,10003001101,PRD004,16.3148,EA,2995.3228687669466,2024-02-16,INV6057168,RP2961182,H71222699,,Independent Site 9,209 PRACTICE AVE,SYNTH CITY,NJ,90063,INDEPENDENT,WHL_A,False,0
202402160010,1,0001,RPT20240216,2024-02-16,00,3631,SR,10004001101,PRD005,3.6741,PK,1799.9850393585518,2024-02-16,INV7957919,PB3603795,H34650547,,Hospital Site 10,210 PRACTICE AVE,SYNTH CITY,MA,90070,HOSPITAL,WHL_B,False,0
202402160011,1,0001,RPT20240216,2024-02-16,00,5081,SR,10006001101,PRD007,7.4131,EA,2620.556967452203,2024-02-16,INV4535619,FF8574468,H38249993,,Clinic Site 11,211 PRACTICE AVE,SYNTH CITY,PA,90077,CLINIC,WHL_A,False,0
202402160013,1,0001,RPT20240216,2024-02-16,00,3393,SR,10005001101,PRD006,49.7862,EA,2193.818983487565,2024-02-16,INV2314362,AF4718216,H76113492,,Mail Site 13,213 PRACTICE AVE,SYNTH CITY,OH,90091,MAIL,WHL_A,False,0
202402160015,1,0001,RPT20240216,2024-02-16,00,3880,SR,10004001101,PRD005,29.2587,EA,1133.3718404131528,2024-02-16,INV7911579,FM7609090,H51067193,340BSITE00015,Covered Entity 340B Site 15,215 PRACTICE AVE,SYNTH CITY,MN,90105,COVERED_ENTITY_340B,WHL_A,False,5
202402160017,1,0001,RPT20240216,2024-02-16,00,1159,SR,10001001101,PRD002,7.3327,EA,2892.4711151894217,2024-02-16,INV8088965,FB3520502,H00487003,,Independent Site 17,217 PRACTICE AVE,SYNTH CITY,OR,90119,INDEPENDENT,WHL_A,False,0
202402160019,1,0001,RPT20240216,2024-02-16,00,9737,SR,10000001101,PRD001,81.8173,EA,1831.231358636872,2024-02-16,INV4109216,BM7917031,H11080369,,Clinic Site 19,219 PRACTICE AVE,SYNTH CITY,AZ,90133,CLINIC,WHL_A,False,5
202402160021,1,0001,RPT20240216,2024-02-16,00,3774,SR,10001001101,PRD002,26.1674,EA,1378.2002642911127,2024-02-16,INV1078959,AR6346224,H27183513,,Mail Site 21,221 PRACTICE AVE,SYNTH CITY,TX,90147,MAIL,WHL_A,False,0
202402160024,1,0001,RPT20240216,2024-02-16,00,2451,SR,10004001101,PRD005,5.2935,EA,2851.1702409274603,2024-02-16,INV8191978,FF2964288,H09607101,,Retail Chain Site 24,224 PRACTICE AVE,SYNTH CITY,NY,90168,RETAIL_CHAIN,WHL_A,False,0
202402160025,1,0001,RPT20240216,2024-02-16,00,4245,SR,10003001101,PRD004,15.4098,EA,954.4326737710066,2024-02-16,INV3820370,PM5194024,H03490598,,Independent Site 25,225 PRACTICE AVE,SYNTH CITY,NJ,90175,INDEPENDENT,WHL_A,False,0
202402160026,1,0001,RPT20240216,2024-02-16,00,6190,SR,10001001101,PRD002,5.0473,EA,2311.535133763635,2024-02-16,INV6385781,RF8375416,H32191780,,Hospital Site 26,226 PRACTICE AVE,SYNTH CITY,MA,90182,HOSPITAL,WHL_A,False,0
202402160027,1,0001,RPT20240216,2024-02-16,00,9327,SR,10004001101,PRD005,73.5921,EA,2376.223379514805,2024-02-16,INV4826545,FR8973732,H49534263,,Clinic Site 27,227 PRACTICE AVE,SYNTH CITY,PA,90189,CLINIC,WHL_A,False,0
202402160028,1,0001,RPT20240216,2024-02-16,00,4574,SR,10005001101,PRD006,9.0786,EA,2575.2775360589044,2024-02-16,INV7045665,FB5793827,H57752589,,Ltc Site 28,228 PRACTICE AVE,SYNTH CITY,IL,90196,LTC,WHL_A,False,0
202402160030,1,0001,RPT20240216,2024-02-16,00,7523,SR,10005001101,PRD006,44.1637,PK,1772.119653135551,2024-02-16,INV6328821,GP9388938,H50261471,,Specialty Site 30,230 PRACTICE AVE,SYNTH CITY,MI,90210,SPECIALTY,WHL_B,False,0
202402160031,1,0001,RPT20240216,2024-02-16,00,240,SR,10000001101,PRD001,8.6264,EA,2821.3455205195296,2024-02-16,INV8233494,PB9598531,H13854256,340BSITE00031,Covered Entity 340B Site 31,231 PRACTICE AVE,SYNTH CITY,MN,90217,COVERED_ENTITY_340B,WHL_A,False,0
202402160032,1,0001,RPT20240216,2024-02-16,00,6401,SR,10005001101,PRD006,37.1314,EA,2997.830769081191,2024-02-16,INV8677706,AA8728027,H37800955,,Retail Chain Site 32,232 PRACTICE AVE,SYNTH CITY,CA,90224,RETAIL_CHAIN,WHL_A,False,0
202402160036,1,0001,RPT20240216,2024-02-16,00,6339,SR,10003001101,PRD004,25.96,EA,749.7471190562209,2024-02-16,INV7167541,AB9237152,H19106817,,Ltc Site 36,236 PRACTICE AVE,SYNTH CITY,CO,90252,LTC,WHL_A,False,0
202402160038,1,0001,RPT20240216,2024-02-16,00,4985,SR,10001001101,PRD002,10.1815,EA,919.4609197118609,2024-02-16,INV5188010,AG7741986,H00318229,,Specialty Site 38,238 PRACTICE AVE,SYNTH CITY,FL,90266,SPECIALTY,WHL_A,False,0
202402160039,1,0001,RPT20240216,2024-02-16,00,9024,SR,10001001101,PRD002,23.7579,EA,2868.249465465266,2024-02-16,INV1559417,BG0319011,H15392566,340BSITE00039,Covered Entity 340B Site 39,239 PRACTICE AVE,SYNTH CITY,GA,90273,COVERED_ENTITY_340B,WHL_A,False,0
202402160040,1,0001,RPT20240216,2024-02-16,00,2613,SR,10006001101,PRD007,13.2862,PK,2091.8335277339875,2024-02-16,INV5663224,RA3104244,H69833715,,Retail Chain Site 40,240 PRACTICE AVE,SYNTH CITY,NY,90280,RETAIL_CHAIN,WHL_B,False,0
202402160042,1,0001,RPT20240216,2024-02-16,00,8075,SR,10001001101,PRD002,24.1383,EA,2600.5231996340735,2024-02-16,INV3178114,RF9075227,H66059044,,Hospital Site 42,242 PRACTICE AVE,SYNTH CITY,MA,90294,HOSPITAL,WHL_A,False,0
202402160044,1,0001,RPT20240216,2024-02-16,00,7790,SR,10004001101,PRD005,19.7828,EA,672.6136955149302,2024-02-16,INV8629671,AP4452573,H13136172,,Ltc Site 44,244 PRACTICE AVE,SYNTH CITY,IL,90308,LTC,WHL_A,False,0
202402160047,1,0001,RPT20240216,2024-02-16,00,2840,SR,10000001101,PRD001,43.9624,EA,1749.1093257570233,2024-02-16,INV8791626,FF7297131,H23104738,340BSITE00047,Covered Entity 340B Site 47,247 PRACTICE AVE,SYNTH CITY,MN,90329,COVERED_ENTITY_340B,WHL_A,False,0
202402160048,1,0001,RPT20240216,2024-02-16,00,2882,SR,10003001101,PRD004,7.0959,EA,854.9016274169894,2024-02-16,INV1780472,MM0869464,H88957347,,Retail Chain Site 48,248 PRACTICE AVE,SYNTH CITY,CA,90336,RETAIL_CHAIN,WHL_A,False,0
202402160050,1,0001,RPT20240216,2024-02-16,00,251,SR,10001001101,PRD002,12.7566,PK,1042.0383940874954,2024-02-16,INV2273537,MM9439562,H21217069,,Hospital Site 50,250 PRACTICE AVE,SYNTH CITY,WA,90350,HOSPITAL,WHL_B,False,0
202402160054,1,0001,RPT20240216,2024-02-16,00,8131,SR,10005001101,PRD006,17.751,EA,2178.7946478905233,2024-02-16,INV1585180,FB9029707,H90441211,,Specialty Site 54,254 PRACTICE AVE,SYNTH CITY,FL,90378,SPECIALTY,WHL_A,False,0
202402160057,1,0001,RPT20240216,2024-02-16,00,3431,SR,10001001101,PRD002,14.9742,EA,2824.744712705632,2024-02-16,INV1448544,RA7940815,H97081762,,Independent Site 57,257 PRACTICE AVE,SYNTH CITY,NJ,90399,INDEPENDENT,WHL_A,False,0
202402160058,1,0001,RPT20240216,2024-02-16,00,2267,SR,10004001101,PRD005,86.2533,EA,2714.615981311614,2024-02-16,INV7404507,RF8799727,H72625713,,Hospital Site 58,258 PRACTICE AVE,SYNTH CITY,MA,90406,HOSPITAL,WHL_A,False,0
202402160059,1,0001,RPT20240216,2024-02-16,00,9144,SR,10002001101,PRD003,15.5314,EA,1715.9767802419865,2024-02-16,INV4264544,FF3664092,H05468025,,Clinic Site 59,259 PRACTICE AVE,SYNTH CITY,PA,90413,CLINIC,WHL_A,False,0
202403010003,1,0001,RPT20240301,2024-03-01,00,4296,SR,10003001101,PRD004,21.4717,EA,642.1262109686278,2024-03-01,INV4272743,BR0311903,H96049455,,Clinic Site 3,203 PRACTICE AVE,SYNTH CITY,AZ,90021,CLINIC,WHL_A,False,0
202403010004,1,0001,RPT20240301,2024-03-01,00,7877,SR,10002001101,PRD003,17.2181,EA,1667.4359763778677,2024-03-01,INV1453709,GP1896350,H93076607,,Ltc Site 4,204 PRACTICE AVE,SYNTH CITY,CO,90028,LTC,WHL_A,False,0
202403010005,1,0001,RPT20240301,2024-03-01,00,2633,SR,10001001101,PRD002,8.9731,EA,1008.8807493849121,2024-03-01,INV2339787,MP0592280,H34714176,,Mail Site 5,205 PRACTICE AVE,SYNTH CITY,TX,90035,MAIL,WHL_A,False,0
202403010007,1,0001,RPT20240301,2024-03-01,00,1098,SR,10003001101,PRD004,62.1101,EA,2867.972139839723,2024-03-01,INV8019844,RG5761339,H73773485,340BSITE00007,Covered Entity 340B Site 7,207 PRACTICE AVE,SYNTH CITY,GA,90049,COVERED_ENTITY_340B,WHL_A,False,0
202403010008,1,0001,RPT20240301,2024-03-01,00,1938,SR,10000001101,PRD001,12.2762,EA,2642.3176451595637,2024-03-01,INV4385509,MF3644421,H80361676,,Retail Chain Site 8,208 PRACTICE AVE,SYNTH CITY,NY,90056,RETAIL_CHAIN,WHL_A,False,0
202403010011,1,0001,RPT20240301,2024-03-01,00,1327,SR,10000001101,PRD001,20.117,EA,2728.7333662191268,2024-03-01,INV8661493,FF8574468,H38249993,,Clinic Site 11,211 PRACTICE AVE,SYNTH CITY,PA,90077,CLINIC,WHL_A,False,0
202403010012,1,0001,RPT20240301,2024-03-01,00,8512,SR,10005001101,PRD006,17.3269,EA,1200.6113195230241,2024-03-01,INV4554337,AG6462666,H23245342,,Ltc Site 12,212 PRACTICE AVE,SYNTH CITY,IL,90084,LTC,WHL_A,False,0
202403010013,1,0001,RPT20240301,2024-03-01,00,6797,SR,10003001101,PRD004,80.0083,EA,2102.734825484536,2024-03-01,INV2161581,AF4718216,H76113492,,Mail Site 13,213 PRACTICE AVE,SYNTH CITY,OH,90091,MAIL,WHL_A,False,0
202403010016,1,0001,RPT20240301,2024-03-01,00,5915,SR,10004001101,PRD005,27.272,EA,1014.5961804826279,2024-03-01,INV2466805,PF3768989,H43327781,,Retail Chain Site 16,216 PRACTICE AVE,SYNTH CITY,CA,90112,RETAIL_CHAIN,WHL_A,False,5
202403010017,1,0001,RPT20240301,2024-03-01,00,1403,SR,10006001101,PRD007,10.0964,EA,2241.666139304223,2024-03-01,INV6098359,FB3520502,H00487003,,Independent Site 17,217 PRACTICE AVE,SYNTH CITY,OR,90119,INDEPENDENT,WHL_A,False,0
202403010020,1,0001,RPT20240301,2024-03-01,00,1388,SR,10005001101,PRD006,4.4066,PK,2976.599939863788,2024-03-01,INV5717004,RR9984162,H46922705,,Ltc Site 20,220 PRACTICE AVE,SYNTH CITY,CO,90140,LTC,WHL_B,False,0
202403010021,1,0001,RPT20240301,2024-03-01,00,5115,SR,10004001101,PRD005,20.0879,EA,2604.2768376646395,2024-03-01,INV8774712,AR6346224,H27183513,,Mail Site 21,221 PRACTICE AVE,SYNTH CITY,TX,90147,MAIL,WHL_A,False,0
202403010022,1,0001,RPT20240301,2024-03-01,00,3750,SR,10002001101,PRD003,10.2902,EA,2033.875590642885,2024-03-01,INV2824523,MP0300258,H76718804,,Specialty Site 22,222 PRACTICE AVE,SYNTH CITY,FL,90154,SPECIALTY,WHL_A,False,0
202403010023,1,0001,RPT20240301,2024-03-01,00,2693,SR,10005001101,PRD006,32.8877,EA,2681.9323524057622,2024-03-01,INV4590818,MG1360280,H42145101,340BSITE00023,Covered Entity 340B Site 23,223 PRACTICE AVE,SYNTH CITY,GA,90161,COVERED_ENTITY_340B,WHL_A,False,0
202403010025,1,0001,RPT20240301,2024-03-01,00,8143,SR,10002001101,PRD003,2.4423,EA,1368.2700665486193,2024-03-01,INV7496757,PM5194024,H03490598,,Independent Site 25,225 PRACTICE AVE,SYNTH CITY,NJ,90175,INDEPENDENT,WHL_A,False,0
202403010029,1,0001,RPT20240301,2024-03-01,00,2513,SR,10004001101,PRD005,53.1532,EA,1857.8068635844934,2024-03-01,INV5593835,PF1995906,H09695003,,Mail Site 29,229 PRACTICE AVE,SYNTH CITY,OH,90203,MAIL,WHL_A,False,0
202403010030,1,0001,RPT20240301,2024-03-01,00,3083,SR,10006001101,PRD007,17.7583,PK,1935.9730916050742,2024-03-01,INV7861345,GP9388938,H50261471,,Specialty Site 30,230 PRACTICE AVE,SYNTH CITY,MI,90210,SPECIALTY,WHL_B,False,0
202403010034,1,0001,RPT20240301,2024-03-01,00,4612,SR,10000001101,PRD001,26.2717,EA,2616.1002305948064,2024-03-01,INV5148574,AM6988634,H14302539,,Hospital Site 34,234 PRACTICE AVE,SYNTH CITY,WA,90238,HOSPITAL,WHL_A,False,0
202403010035,1,0001,RPT20240301,2024-03-01,00,6192,SR,10000001101,PRD001,18.692,EA,2551.8125937046984,2024-03-01,INV2788902,RF0397891,H20089175,,Clinic Site 35,235 PRACTICE AVE,SYNTH CITY,AZ,90245,CLINIC,WHL_A,False,0
202403010036,1,0001,RPT20240301,2024-03-01,00,8874,SR,10005001101,PRD006,50.4934,EA,2469.2324742867822,2024-03-01,INV7270505,AB9237152,H19106817,,Ltc Site 36,236 PRACTICE AVE,SYNTH CITY,CO,90252,LTC,WHL_A,False,0
202403010037,1,0001,RPT20240301,2024-03-01,00,1581,SR,10003001101,PRD004,25.7088,EA,1702.1866255440882,2024-03-01,INV6708396,AR7353598,H29477444,,Mail Site 37,237 PRACTICE AVE,SYNTH CITY,TX,90259,MAIL,WHL_A,False,0
202403010038,1,0001,RPT20240301,2024-03-01,00,3393,SR,10004001101,PRD005,27.4624,EA,1751.82614508546,2024-03-01,INV8216199,AG7741986,H00318229,,Specialty Site 38,238 PRACTICE AVE,SYNTH CITY,FL,90266,SPECIALTY,WHL_A,False,0
202403010039,1,0001,RPT20240301,2024-03-01,00,7351,SR,10000001101,PRD001,12.8786,EA,2311.9842291685973,2024-03-01,INV8573578,BG0319011,H15392566,340BSITE00039,Covered Entity 340B Site 39,239 PRACTICE AVE,SYNTH CITY,GA,90273,COVERED_ENTITY_340B,WHL_A,False,0
202403010040,1,0001,RPT20240301,2024-03-01,00,1169,SR,10004001101,PRD005,27.0828,PK,1776.9963098911066,2024-03-01,INV5650501,RA3104244,H69833715,,Retail Chain Site 40,240 PRACTICE AVE,SYNTH CITY,NY,90280,RETAIL_CHAIN,WHL_B,False,0
202403010041,1,0001,RPT20240301,2024-03-01,00,9919,SR,10001001101,PRD002,20.4072,EA,1571.8689609490943,2024-03-01,INV7511403,GP2779179,H71815455,,Independent Site 41,241 PRACTICE AVE,SYNTH CITY,NJ,90287,INDEPENDENT,WHL_A,False,0
202403010042,1,0001,RPT20240301,2024-03-01,00,9729,SR,10001001101,PRD002,11.3425,EA,1703.7163024943839,2024-03-01,INV6700480,RF9075227,H66059044,,Hospital Site 42,242 PRACTICE AVE,SYNTH CITY,MA,90294,HOSPITAL,WHL_A,False,0
202403010045,1,0001,RPT20240301,2024-03-01,00,7508,SR,10005001101,PRD006,33.1452,EA,1594.7719886943946,2024-03-01,INV8916002,BB3235187,H71781737,,Mail Site 45,245 PRACTICE AVE,SYNTH CITY,OH,90315,MAIL,WHL_A,False,0
202403010046,1,0001,RPT20240301,2024-03-01,00,3444,SR,10005001101,PRD006,5.7757,EA,2931.6335931166236,2024-03-01,INV4804898,MG8710442,H75718244,,Specialty Site 46,246 PRACTICE AVE,SYNTH CITY,MI,90322,SPECIALTY,WHL_A,False,0
202403010048,1,0001,RPT20240301,2024-03-01,00,4403,SR,10000001101,PRD001,28.5241,EA,749.4614152701763,2024-03-01,INV3456483,MM0869464,H88957347,,Retail Chain Site 48,248 PRACTICE AVE,SYNTH CITY,CA,90336,RETAIL_CHAIN,WHL_A,False,0
202403010051,1,0001,RPT20240301,2024-03-01,00,5503,SR,10001001101,PRD002,68.7296,EA,521.6251318068583,2024-03-01,INV3954631,BB8929971,H26984292,,Clinic Site 51,251 PRACTICE AVE,SYNTH CITY,AZ,90357,CLINIC,WHL_A,False,0
202403010052,1,0001,RPT20240301,2024-03-01,00,1721,SR,10000001101,PRD001,8.7855,EA,2812.3258726727345,2024-03-01,INV4637652,BP7675378,H82605539,,Ltc Site 52,252 PRACTICE AVE,SYNTH CITY,CO,90364,LTC,WHL_A,False,0
202403010055,1,0001,RPT20240301,2024-03-01,00,124,SR,10001001101,PRD002,31.3177,EA,1294.906255281066,2024-03-01,INV1130862,PM2621221,H09549248,340BSITE00055,Covered Entity 340B Site 55,255 PRACTICE AVE,SYNTH CITY,GA,90385,COVERED_ENTITY_340B,WHL_A,False,0
202403150000,1,0001,RPT20240315,2024-03-15,00,6894,SR,10000001101,PRD001,6.9721,PK,708.9213691712777,2024-03-15,INV4808644,PF8417070,H26941287,,Retail Chain Site 0,200 PRACTICE AVE,SYNTH CITY,CA,90000,RETAIL_CHAIN,WHL_B,False,0
202403150001,1,0001,RPT20240315,2024-03-15,00,4080,SR,10003001101,PRD004,40.5921,EA,2770.405212882004,2024-03-15,INV5134422,AG1287185,H87355723,,Independent Site 1,201 PRACTICE AVE,SYNTH CITY,OR,90007,INDEPENDENT,WHL_A,False,0
202403150002,1,0001,RPT20240315,2024-03-15,00,7467,SR,10006001101,PRD007,41.8324,EA,917.0561071624984,2024-03-15,INV8797790,GB4453584,H31311904,,Hospital Site 2,202 PRACTICE AVE,SYNTH CITY,WA,90014,HOSPITAL,WHL_A,False,0
202403150004,1,0001,RPT20240315,2024-03-15,00,8758,SR,10001001101,PRD002,34.8148,EA,1456.652241450343,2024-03-15,INV4056683,GP1896350,H93076607,,Ltc Site 4,204 PRACTICE AVE,SYNTH CITY,CO,90028,LTC,WHL_A,False,0
202403150005,1,0001,RPT20240315,2024-03-15,00,932,SR,10001001101,PRD002,31.1506,EA,1001.2443191281,2024-03-15,INV2135994,MP0592280,H34714176,,Mail Site 5,205 PRACTICE AVE,SYNTH CITY,TX,90035,MAIL,WHL_A,False,0
202403150007,1,0001,RPT20240315,2024-03-15,00,8205,CB,10005001101,PRD006,0.0,EA,2445.2142918252894,2024-03-15,INV2824760,RG5761339,H73773485,340BSITE00007,Covered Entity 340B Site 7,207 PRACTICE AVE,SYNTH CITY,GA,90049,COVERED_ENTITY_340B,WHL_A,False,0
202403150009,1,0001,RPT20240315,2024-03-15,00,7245,SR,10003001101,PRD004,16.6591,EA,2779.6120753409377,2024-03-15,INV3636085,RP2961182,H71222699,,Independent Site 9,209 PRACTICE AVE,SYNTH CITY,NJ,90063,INDEPENDENT,WHL_A,False,0
202403150011,1,0001,RPT20240315,2024-03-15,00,4920,SR,10002001101,PRD003,13.8225,EA,1660.7538286181039,2024-03-15,INV4316623,FF8574468,H38249993,,Clinic Site 11,211 PRACTICE AVE,SYNTH CITY,PA,90077,CLINIC,WHL_A,False,0
202403150014,1,0001,RPT20240315,2024-03-15,00,1050,SR,10000001101,PRD001,47.3148,EA,1294.3538826749252,2024-03-15,INV6358448,FR6091572,H24826417,,Specialty Site 14,214 PRACTICE AVE,SYNTH CITY,MI,90098,SPECIALTY,WHL_A,False,0
202403150017,1,0001,RPT20240315,2024-03-15,00,8784,SR,10003001101,PRD004,11.2333,EA,984.5091033937831,2024-03-15,INV5507530,FB3520502,H00487003,,Independent Site 17,217 PRACTICE AVE,SYNTH CITY,OR,90119,INDEPENDENT,WHL_A,False,5
202403150018,1,0001,RPT20240315,2024-03-15,00,6498,SR,10002001101,PRD003,79.5389,EA,2420.907573190169,2024-03-15,INV4966451,PG5480043,H57523725,,Hospital Site 18,218 PRACTICE AVE,SYNTH CITY,WA,90126,HOSPITAL,WHL_A,False,0
202403150020,1,0001,RPT20240315,2024-03-15,00,7603,CB,10000001101,PRD001,0.0,PK,1942.07817999458,2024-03-15,INV5715387,RR9984162,H46922705,,Ltc Site 20,220 PRACTICE AVE,SYNTH CITY,CO,90140,LTC,WHL_B,False,0
202403150022,1,0001,RPT20240315,2024-03-15,00,3205,SR,10003001101,PRD004,49.9063,EA,1807.0613528073638,2024-03-15,INV6153235,MP0300258,H76718804,,Specialty Site 22,222 PRACTICE AVE,SYNTH CITY,FL,90154,SPECIALTY,WHL_A,False,0
202403150023,1,0001,RPT20240315,2024-03-15,00,8164,SR,10002001101,PRD003,7.3622,EA,2462.8675702961946,2024-03-15,INV3349592,MG1360280,H42145101,340BSITE00023,Covered Entity 340B Site 23,223 PRACTICE AVE,SYNTH CITY,GA,90161,COVERED_ENTITY_340B,WHL_A,False,0
202403150024,1,0001,RPT20240315,2024-03-15,00,933,SR,10000001101,PRD001,25.097,EA,2854.847345227697,2024-03-15,INV5675809,FF2964288,H09607101,,Retail Chain Site 24,224 PRACTICE AVE,SYNTH CITY,NY,90168,RETAIL_CHAIN,WHL_A,False,0
202403150025,1,0001,RPT20240315,2024-03-15,00,6526,SR,10000001101,PRD001,23.4572,EA,1415.1652968370668,2024-03-15,INV1781491,PM5194024,H03490598,,Independent Site 25,225 PRACTICE AVE,SYNTH CITY,NJ,90175,INDEPENDENT,WHL_A,False,0
202403150026,1,0001,RPT20240315,2024-03-15,00,3121,SR,10003001101,PRD004,13.3285,EA,1130.2365405507594,2024-03-15,INV1591838,RF8375416,H32191780,,Hospital Site 26,226 PRACTICE AVE,SYNTH CITY,MA,90182,HOSPITAL,WHL_A,False,0
202403150027,1,0001,RPT20240315,2024-03-15,00,2558,SR,10004001101,PRD005,38.2104,EA,2241.5294375714,2024-03-15,INV4644879,FR8973732,H49534263,,Clinic Site 27,227 PRACTICE AVE,SYNTH CITY,PA,90189,CLINIC,WHL_A,False,0
202403150029,1,0001,RPT20240315,2024-03-15,00,5368,SR,10000001101,PRD001,22.1786,EA,1669.0966533602636,2024-03-15,INV7261607,PF1995906,H09695003,,Mail Site 29,229 PRACTICE AVE,SYNTH CITY,OH,90203,MAIL,WHL_A,False,0
202403150031,1,0001,RPT20240315,2024-03-15,00,1072,CB,10005001101,PRD006,0.0,EA,2138.05882517377,2024-03-15,INV1375193,PB9598531,H13854256,340BSITE00031,Covered Entity 340B Site 31,231 PRACTICE AVE,SYNTH CITY,MN,90217,COVERED_ENTITY_340B,WHL_A,False,0
202403150033,1,0001,RPT20240315,2024-03-15,00,1492,SR,10006001101,PRD007,14.7707,EA,2395.301518827599,2024-03-15,INV3828766,PM1054959,H24151431,,Independent Site 33,233 PRACTICE AVE,SYNTH CITY,OR,90231,INDEPENDENT,WHL_A,False,0
202403150035,1,0001,RPT20240315,2024-03-15,00,3479,SR,10004001101,PRD005,6.6181,EA,2353.9022799480317,2024-03-15,INV7992749,RF0397891,H20089175,,Clinic Site 35,235 PRACTICE AVE,SYNTH CITY,AZ,90245,CLINIC,WHL_A,False,0
202403150036,1,0001,RPT20240315,2024-03-15,00,2918,SR,10004001101,PRD005,25.8857,EA,1024.505189385616,2024-03-15,INV8285348,AB9237152,H19106817,,Ltc Site 36,236 PRACTICE AVE,SYNTH CITY,CO,90252,LTC,WHL_A,False,0
202403150037,1,0001,RPT20240315,2024-03-15,00,5718,SR,10004001101,PRD005,5.2969,EA,2069.154167188636,2024-03-15,INV2802602,AR7353598,H29477444,,Mail Site 37,237 PRACTICE AVE,SYNTH CITY,TX,90259,MAIL,WHL_A,False,0
202403150038,1,0001,RPT20240315,2024-03-15,00,2470,SR,10005001101,PRD006,13.2065,EA,1622.8425792840694,2024-03-15,INV7565533,AG7741986,H00318229,,Specialty Site 38,238 PRACTICE AVE,SYNTH CITY,FL,90266,SPECIALTY,WHL_A,False,0
